epoch,step,train/loss_epoch,train/loss_step,val/error_qq,val/error_xx,val/loss,val/loss_best
0,0,,,0.8320634365081787,0.9893893599510193,0.3113325834274292,0.3113325834274292
0,0,0.9743551015853882,,,,,
1,1,,,2.125253200531006,1.271813988685608,0.587867259979248,0.3113325834274292
1,1,0.3173215091228485,,,,,
2,2,,,2.2344677448272705,1.2043883800506592,0.5477029085159302,0.3113325834274292
2,2,0.5191934108734131,,,,,
3,3,,,1.5284779071807861,0.9169514179229736,0.3053276538848877,0.3053276538848877
3,3,0.48191767930984497,,,,,
4,4,,,1.1162586212158203,0.6187708973884583,0.14300379157066345,0.14300379157066345
4,4,0.25625190138816833,,,,,
5,5,,,1.8514361381530762,0.4445781707763672,0.134442538022995,0.134442538022995
5,5,0.11399874836206436,,,,,
6,6,,,2.4027159214019775,0.40452662110328674,0.1752060055732727,0.134442538022995
6,6,0.13332179188728333,,,,,
7,7,,,2.3294265270233154,0.38438329100608826,0.16284631192684174,0.134442538022995
7,7,0.20752841234207153,,,,,
8,8,,,1.8902226686477661,0.3163962960243225,0.10808061063289642,0.10808061063289642
8,8,0.2102752923965454,,,,,
9,9,,,1.423541784286499,0.3026605546474457,0.07184025645256042,0.07184025645256042
9,9,0.14033658802509308,,,,,
10,10,,,1.1861505508422852,0.45044422149658203,0.09203705191612244,0.07184025645256042
10,10,0.07267012447118759,,,,,
11,11,,,1.2200764417648315,0.6045042276382446,0.14300237596035004,0.07184025645256042
11,11,0.06553652882575989,,,,,
12,12,,,1.284125566482544,0.6547399163246155,0.16563940048217773,0.07184025645256042
12,12,0.1047595962882042,,,,,
13,13,,,1.1514911651611328,0.6067484617233276,0.14028406143188477,0.07184025645256042
13,13,0.12735995650291443,,,,,
14,14,,,0.895348846912384,0.5064515471458435,0.0950794368982315,0.07184025645256042
14,14,0.10301865637302399,,,,,
15,15,,,0.9393894672393799,0.39982664585113525,0.06759299337863922,0.06759299337863922
15,15,0.057912424206733704,,,,,
16,16,,,1.321576714515686,0.3254052996635437,0.0700700506567955,0.06759299337863922
16,16,0.035122666507959366,,,,,
17,17,,,1.6237508058547974,0.2992693781852722,0.08450433611869812,0.06759299337863922
17,17,0.049101050943136215,,,,,
18,18,,,1.6869547367095947,0.2977452278137207,0.08878432214260101,0.06759299337863922
18,18,0.07591697573661804,,,,,
19,19,,,1.551112174987793,0.30383890867233276,0.08031782507896423,0.06759299337863922
19,19,0.08486030995845795,,,,,
20,20,,,1.3247815370559692,0.34172573685646057,0.07354989647865295,0.06759299337863922
20,20,0.0701477974653244,,,,,
21,21,,,1.116014838218689,0.4214528501033783,0.08087175339460373,0.06759299337863922
21,21,0.04986809939146042,,,,,
22,22,,,0.9938214421272278,0.503009021282196,0.09807763248682022,0.06759299337863922
22,22,0.043306924402713776,,,,,
23,23,,,0.9526905417442322,0.5444229245185852,0.10946305841207504,0.06759299337863922
23,23,0.05208337679505348,,,,,
24,24,,,0.9300785660743713,0.5354771614074707,0.10561248660087585,0.06759299337863922
24,24,0.061970628798007965,,,,,
25,25,,,0.9043247699737549,0.4921272397041321,0.09110201895236969,0.06759299337863922
25,25,0.060621149837970734,,,,,
26,26,,,0.9441294074058533,0.436911404132843,0.07717862725257874,0.06759299337863922
26,26,0.04892142117023468,,,,,
27,27,,,1.0899027585983276,0.38593125343322754,0.07093792408704758,0.06759299337863922
27,27,0.037250883877277374,,,,,
28,28,,,1.251442551612854,0.34750863909721375,0.07064297795295715,0.06759299337863922
28,28,0.03447393700480461,,,,,
29,29,,,1.3279684782028198,0.3252656161785126,0.07041122764348984,0.06759299337863922
29,29,0.04000193253159523,,,,,
30,30,,,1.3000459671020508,0.31900060176849365,0.06759212911128998,0.06759212911128998
30,30,0.046130064874887466,,,,,
31,31,,,1.2058236598968506,0.3287649154663086,0.06436625123023987,0.06436625123023987
31,31,0.04668182507157326,,,,,
32,32,,,1.0908522605895996,0.3559572696685791,0.06425289064645767,0.06425289064645767
32,32,0.04196126013994217,,,,,
33,33,,,0.989667534828186,0.3921632766723633,0.06786759942770004,0.06425289064645767
33,33,0.03714217245578766,,,,,
34,34,,,0.9274682402610779,0.42019525170326233,0.07216355204582214,0.06425289064645767
34,34,0.03655469790101051,,,,,
35,35,,,0.9038381576538086,0.4301210045814514,0.07377583533525467,0.06425289064645767
35,35,0.03959258645772934,,,,,
36,36,,,0.8926926851272583,0.423745334148407,0.0716923251748085,0.06425289064645767
