epoch,step,train/loss_epoch,train/loss_step,val/error_Im_qq,val/error_Im_xx,val/error_Re_qq,val/error_Re_xx,val/loss,val/loss_best
0,0,,,4.288111209869385,1.6306098699569702,2.7364754676818848,2.0728776454925537,1.6509610414505005,1.6509610414505005
0,0,5.600042819976807,,,,,,,
1,1,,,3.0944221019744873,1.4545050859451294,2.266846179962158,1.8931573629379272,1.3214553594589233,1.3214553594589233
1,1,4.717635154724121,,,,,,,
2,2,,,2.2557389736175537,1.2769254446029663,1.821382761001587,1.7232894897460938,1.0560187101364136,1.0560187101364136
2,2,3.96390700340271,,,,,,,
3,3,,,2.0957937240600586,1.1024284362792969,1.4216423034667969,1.5655614137649536,0.8516239523887634,0.8516239523887634
3,3,3.3421826362609863,,,,,,,
4,4,,,2.5565006732940674,0.9367258548736572,1.1041228771209717,1.4230741262435913,0.7025764584541321,0.7025764584541321
4,4,2.852647304534912,,,,,,,
5,5,,,3.19209361076355,0.78496915102005,0.9176886677742004,1.2992550134658813,0.5997737050056458,0.5997737050056458
5,5,2.4876232147216797,,,,,,,
6,6,,,3.739788770675659,0.650703489780426,0.8875505924224854,1.1971896886825562,0.5321993827819824,0.5321993827819824
6,6,2.2297768592834473,,,,,,,
7,7,,,4.105600833892822,0.535978376865387,0.9692947864532471,1.1183887720108032,0.488761842250824,0.488761842250824
7,7,2.055737018585205,,,,,,,
8,8,,,4.266141414642334,0.4423036575317383,1.0890781879425049,1.061893343925476,0.4597714841365814,0.4597714841365814
8,8,1.9406787157058716,,,,,,,
9,9,,,4.230284214019775,0.371310830116272,1.1980284452438354,1.0243940353393555,0.4378884434700012,0.4378884434700012
9,9,1.8621466159820557,,,,,,,
10,10,,,4.022976875305176,0.3246626853942871,1.2740823030471802,1.0011842250823975,0.4183988571166992,0.4183988571166992
10,10,1.8026198148727417,,,,,,,
11,11,,,3.6767525672912598,0.3027150332927704,1.3105417490005493,0.9873277544975281,0.39893218874931335,0.39893218874931335
11,11,1.750426173210144,,,,,,,
12,12,,,3.227607488632202,0.30267587304115295,1.3088035583496094,0.9785264134407043,0.3788788616657257,0.3788788616657257
12,12,1.699253797531128,,,,,,,
13,13,,,2.7142300605773926,0.31881821155548096,1.2746278047561646,0.9715109467506409,0.35873302817344666,0.35873302817344666
13,13,1.6468948125839233,,,,,,,
14,14,,,2.180495023727417,0.34491151571273804,1.2162514925003052,0.964069664478302,0.33949729800224304,0.33949729800224304
14,14,1.5937610864639282,,,,,,,
15,15,,,1.6832338571548462,0.3760702311992645,1.143357753753662,0.9549049139022827,0.32221493124961853,0.32221493124961853
15,15,1.5415101051330566,,,,,,,
16,16,,,1.3079891204833984,0.4089754521846771,1.0662754774093628,0.9434452652931213,0.3076467216014862,0.3076467216014862
16,16,1.4919553995132446,,,,,,,
17,17,,,1.1653257608413696,0.4414013922214508,0.9949660897254944,0.9296728372573853,0.2960984408855438,0.2960984408855438
17,17,1.4463046789169312,,,,,,,
18,18,,,1.2787399291992188,0.47175896167755127,0.9375671744346619,0.9139747023582458,0.28739091753959656,0.28739091753959656
18,18,1.4047449827194214,,,,,,,
19,19,,,1.5273878574371338,0.49881118535995483,0.8987209796905518,0.8970091938972473,0.2809508740901947,0.2809508740901947
19,19,1.3663580417633057,,,,,,,
20,20,,,1.7940725088119507,0.5215375423431396,0.8785738945007324,0.8795760869979858,0.27598246932029724,0.27598246932029724
20,20,1.3293403387069702,,,,,,,
21,21,,,2.020124912261963,0.539101243019104,0.8733490705490112,0.8624878525733948,0.27166295051574707,0.27166295051574707
21,21,1.2914316654205322,,,,,,,
22,22,,,2.181821823120117,0.550866961479187,0.8773314356803894,0.8464488387107849,0.2673044204711914,0.2673044204711914
22,22,1.2504160404205322,,,,,,,
23,23,,,2.272573471069336,0.556438148021698,0.8850483298301697,0.8319532871246338,0.2624434232711792,0.2624434232711792
23,23,1.2045478820800781,,,,,,,
24,24,,,2.294790267944336,0.5556961297988892,0.8926247954368591,0.8192138075828552,0.2568523585796356,0.2568523585796356
24,24,1.152803659439087,,,,,,,
25,25,,,2.255920886993408,0.548851490020752,0.8981683254241943,0.8081256151199341,0.2504919469356537,0.2504919469356537
25,25,1.0949345827102661,,,,,,,
26,26,,,2.1662349700927734,0.53651362657547,0.9015334248542786,0.7982689738273621,0.24343493580818176,0.24343493580818176
26,26,1.031366229057312,,,,,,,
27,27,,,2.0374655723571777,0.5197980999946594,0.9038184285163879,0.7889477014541626,0.23579001426696777,0.23579001426696777
27,27,0.9630168676376343,,,,,,,
28,28,,,1.8819398880004883,0.5004688501358032,0.9067879319190979,0.7792591452598572,0.22764527797698975,0.22764527797698975
28,28,0.8911041021347046,,,,,,,
29,29,,,1.712027668952942,0.48106521368026733,0.9123067855834961,0.7681857943534851,0.21903929114341736,0.21903929114341736
29,29,0.8169808387756348,,,,,,,
30,30,,,1.5398041009902954,0.46490320563316345,0.9218481779098511,0.7546961903572083,0.20996081829071045,0.20996081829071045
30,30,0.7420182228088379,,,,,,,
31,31,,,1.3768242597579956,0.45575985312461853,0.9361394643783569,0.7378494739532471,0.2003716230392456,0.2003716230392456
31,31,0.66754150390625,,,,,,,
32,32,,,1.23383629322052,0.4570726156234741,0.9550063014030457,0.7168991565704346,0.19024543464183807,0.19024543464183807
32,32,0.5948059558868408,,,,,,,
33,33,,,1.1201335191726685,0.4708068370819092,0.9774265289306641,0.6913940906524658,0.17961156368255615,0.17961156368255615
33,33,0.5249977707862854,,,,,,,
34,34,,,1.0422446727752686,0.4966275990009308,1.0017465353012085,0.6612783074378967,0.16859285533428192,0.16859285533428192
34,34,0.45923954248428345,,,,,,,
35,35,,,1.0022064447402954,0.5319758057594299,1.0259814262390137,0.6269883513450623,0.15742765367031097,0.15742765367031097
35,35,0.39858299493789673,,,,,,,
36,36,,,0.9966214895248413,0.572903037071228,1.0481218099594116,0.5895419120788574,0.1464671492576599,0.1464671492576599
36,36,0.34397462010383606,,,,,,,
37,37,,,1.0176934003829956,0.6150236129760742,1.0664013624191284,0.5506039261817932,0.13614490628242493,0.13614490628242493
37,37,0.29619041085243225,,,,,,,
38,38,,,1.055698275566101,0.6541812419891357,1.0795097351074219,0.5124914050102234,0.12692014873027802,0.12692014873027802
38,38,0.2557474672794342,,,,,,,
39,39,,,1.101194977760315,0.6868171691894531,1.0867431163787842,0.4780484139919281,0.11920547485351562,0.11920547485351562
39,39,0.22281382977962494,,,,,,,
40,40,,,1.1461288928985596,0.710163950920105,1.0880895853042603,0.4502878189086914,0.11329365521669388,0.11329365521669388
40,40,0.19714489579200745,,,,,,,
41,41,,,1.1841319799423218,0.7223584055900574,1.0842366218566895,0.43173372745513916,0.10930295288562775,0.10930295288562775
41,41,0.17807762324810028,,,,,,,
42,42,,,1.2105724811553955,0.7225015163421631,1.0764806270599365,0.423605740070343,0.10715328902006149,0.10715328902006149
42,42,0.16460029780864716,,,,,,,
43,43,,,1.2226284742355347,0.7106649279594421,1.0665313005447388,0.425290584564209,0.10657992213964462,0.10657992213964462
43,43,0.15549057722091675,,,,,,,
44,44,,,1.2193933725357056,0.6878388524055481,1.0562201738357544,0.4345266819000244,0.10717946290969849,0.10657992213964462
44,44,0.14949136972427368,,,,,,,
45,45,,,1.2019133567810059,0.6558229327201843,1.0471631288528442,0.4481959640979767,0.10847548395395279,0.10657992213964462
45,45,0.145476296544075,,,,,,,
46,46,,,1.1730549335479736,0.6170673966407776,1.040457844734192,0.4631940722465515,0.10998722910881042,0.10657992213964462
46,46,0.1425638645887375,,,,,,,
47,47,,,1.1371328830718994,0.5744689106941223,1.0365073680877686,0.47698327898979187,0.11128734052181244,0.10657992213964462
47,47,0.1401587426662445,,,,,,,
