epoch,step,train/loss_epoch,train/loss_step,val/error_p,val/error_q,val/error_qq,val/error_u,val/error_v,val/error_xx,val/loss,val/loss_best
0,0,,,3.3822028636932373,3.181678295135498,2.2500052452087402,1.064813256263733,0.2883465588092804,0.5271323919296265,1.0742698907852173,1.0742698907852173
0,0,3.5444841384887695,,,,,,,,,
1,1,,,1.6409403085708618,1.3039498329162598,0.7334390878677368,0.9244260787963867,2.399531602859497,0.6668700575828552,0.6322422623634338,0.6322422623634338
1,1,1.7643400430679321,,,,,,,,,
2,2,,,0.9289025664329529,2.658778190612793,1.099420428276062,0.9309431910514832,2.7887282371520996,0.8688467741012573,0.8430273532867432,0.6322422623634338
2,2,1.2165560722351074,,,,,,,,,
3,3,,,0.9698644876480103,2.0352389812469482,0.9057762026786804,0.6234753727912903,1.8940327167510986,0.5134668350219727,0.4133915901184082,0.4133915901184082
3,3,1.4238872528076172,,,,,,,,,
4,4,,,0.9820024371147156,1.0071700811386108,0.8397121429443359,0.6237428784370422,0.6053369045257568,0.39734306931495667,0.205606609582901,0.205606609582901
4,4,0.7272754311561584,,,,,,,,,
5,5,,,1.3102387189865112,1.3009496927261353,0.730440080165863,0.7586765885353088,0.8001189231872559,0.5710707902908325,0.31635570526123047,0.205606609582901
5,5,0.24039439857006073,,,,,,,,,
6,6,,,1.446531891822815,1.410434603691101,0.7435125708580017,0.6835403442382812,1.6810636520385742,0.4873928725719452,0.38233649730682373,0.205606609582901
6,6,0.3068960905075073,,,,,,,,,
7,7,,,1.3128979206085205,0.9885727167129517,0.7372846603393555,0.7507761716842651,2.004450559616089,0.5529588460922241,0.43391939997673035,0.205606609582901
7,7,0.432778000831604,,,,,,,,,
8,8,,,1.0847138166427612,0.8035538196563721,0.8564912676811218,0.8636821508407593,1.7910491228103638,0.6388438940048218,0.443768709897995,0.205606609582901
8,8,0.49871355295181274,,,,,,,,,
9,9,,,0.9228902459144592,1.0447291135787964,0.7639814615249634,0.8501477241516113,1.284043312072754,0.6399468183517456,0.3662342429161072,0.205606609582901
9,9,0.4789038896560669,,,,,,,,,
10,10,,,0.8718026876449585,1.0861997604370117,0.7396351099014282,0.838813304901123,0.6933282613754272,0.6238875389099121,0.307949036359787,0.205606609582901
10,10,0.3715444803237915,,,,,,,,,
11,11,,,0.8718511462211609,0.8854248523712158,0.74537593126297,0.8450477719306946,0.14250077307224274,0.5949089527130127,0.27760133147239685,0.205606609582901
11,11,0.2726127505302429,,,,,,,,,
12,12,,,0.890306293964386,0.7762892842292786,0.7933242917060852,0.7819780111312866,0.3446882963180542,0.5288011431694031,0.24781844019889832,0.205606609582901
12,12,0.20486120879650116,,,,,,,,,
13,13,,,1.0333038568496704,0.8775980472564697,0.8459281921386719,0.6791655421257019,0.7046822309494019,0.45028048753738403,0.23424981534481049,0.205606609582901
13,13,0.14839701354503632,,,,,,,,,
14,14,,,1.3301918506622314,0.9307042956352234,0.7565096616744995,0.6186796426773071,0.9235903024673462,0.4050385653972626,0.24339288473129272,0.205606609582901
14,14,0.13480590283870697,,,,,,,,,
15,15,,,1.5870143175125122,0.8920131325721741,0.715869128704071,0.603417694568634,0.9778288006782532,0.37735962867736816,0.26032182574272156,0.205606609582901
15,15,0.17945082485675812,,,,,,,,,
16,16,,,1.6278420686721802,0.8754440546035767,0.711044192314148,0.6038298010826111,0.8789668679237366,0.34668025374412537,0.2516917884349823,0.205606609582901
16,16,0.2263725996017456,,,,,,,,,
17,17,,,1.4414374828338623,0.8937260508537292,0.7252594232559204,0.6279997825622559,0.67097407579422,0.3347705900669098,0.22474822402000427,0.205606609582901
17,17,0.2215193808078766,,,,,,,,,
18,18,,,1.1567959785461426,0.8994128108024597,0.8396928310394287,0.6667625308036804,0.41305437684059143,0.353374719619751,0.20987148582935333,0.205606609582901
18,18,0.18031617999076843,,,,,,,,,
19,19,,,0.9490869641304016,0.8922367095947266,0.9012946486473083,0.6808368563652039,0.18777050077915192,0.3803393542766571,0.20279920101165771,0.20279920101165771
19,19,0.1490180492401123,,,,,,,,,
20,20,,,0.8825159072875977,0.88821941614151,0.8011159300804138,0.6519984602928162,0.2064451426267624,0.39717617630958557,0.18624520301818848,0.18624520301818848
20,20,0.14329084753990173,,,,,,,,,
21,21,,,0.8783013820648193,0.8982841968536377,0.776716411113739,0.6048872470855713,0.360529363155365,0.40546682476997375,0.1784457564353943,0.1784457564353943
21,21,0.14492563903331757,,,,,,,,,
22,22,,,0.8988655805587769,0.930263102054596,0.7938544750213623,0.5789281129837036,0.4768601953983307,0.41418543457984924,0.18179239332675934,0.1784457564353943
22,22,0.13969653844833374,,,,,,,,,
23,23,,,0.9709034562110901,0.9550608992576599,0.8229494690895081,0.5834476351737976,0.5357303023338318,0.42552614212036133,0.1949053555727005,0.1784457564353943
23,23,0.13241508603096008,,,,,,,,,
24,24,,,1.0801535844802856,0.9267122149467468,0.8471176028251648,0.5996910333633423,0.5361655354499817,0.43543368577957153,0.20906704664230347,0.1784457564353943
24,24,0.1282694935798645,,,,,,,,,
25,25,,,1.1686331033706665,0.862089216709137,0.8472228646278381,0.6196779608726501,0.4805056154727936,0.44378530979156494,0.21778404712677002,0.1784457564353943
25,25,0.12286539375782013,,,,,,,,,
26,26,,,1.19894278049469,0.842414379119873,0.8148559927940369,0.6474599242210388,0.3742523193359375,0.4551626741886139,0.22213026881217957,0.1784457564353943
26,26,0.11490757018327713,,,,,,,,,
27,27,,,1.1754834651947021,0.8828177452087402,0.7975540161132812,0.6755663156509399,0.22906255722045898,0.4674394428730011,0.2258785367012024,0.1784457564353943
27,27,0.11033541709184647,,,,,,,,,
28,28,,,1.127835988998413,0.9000818729400635,0.8098536133766174,0.6886324286460876,0.06816665828227997,0.4720032513141632,0.22599780559539795,0.1784457564353943
28,28,0.10941080003976822,,,,,,,,,
29,29,,,1.0844571590423584,0.8645151853561401,0.853062093257904,0.6834682822227478,0.11040976643562317,0.46583589911460876,0.22303172945976257,0.1784457564353943
29,29,0.10492099076509476,,,,,,,,,
30,30,,,1.0571563243865967,0.8497426509857178,0.8971686363220215,0.6696430444717407,0.2485894411802292,0.453256756067276,0.22044137120246887,0.1784457564353943
30,30,0.0964612290263176,,,,,,,,,
31,31,,,1.0425111055374146,0.8988189101219177,0.8866837024688721,0.6558842658996582,0.3488191068172455,0.438370943069458,0.21591567993164062,0.1784457564353943
31,31,0.09259048104286194,,,,,,,,,
32,32,,,1.0323162078857422,0.9389077425003052,0.8603810667991638,0.6460210680961609,0.4002911448478699,0.4233134388923645,0.21037040650844574,0.1784457564353943
32,32,0.09587457031011581,,,,,,,,,
33,33,,,1.0240648984909058,0.9160932898521423,0.8781269788742065,0.6441627144813538,0.4010051488876343,0.41166946291923523,0.2080536186695099,0.1784457564353943
33,33,0.09838468581438065,,,,,,,,,
34,34,,,1.023857593536377,0.8711593151092529,0.9097894430160522,0.6524824500083923,0.35580259561538696,0.40665358304977417,0.20926152169704437,0.1784457564353943
34,34,0.09503818303346634,,,,,,,,,
35,35,,,1.041095495223999,0.859573245048523,0.9038962125778198,0.6650299429893494,0.27588534355163574,0.40663859248161316,0.21062882244586945,0.1784457564353943
35,35,0.08996567875146866,,,,,,,,,
36,36,,,1.0804067850112915,0.8651484251022339,0.8718069195747375,0.6717988848686218,0.1791049838066101,0.4070856273174286,0.21074286103248596,0.1784457564353943
36,36,0.08729766309261322,,,,,,,,,
37,37,,,1.1332489252090454,0.8534073233604431,0.8391388058662415,0.66851806640625,0.09693180024623871,0.4059866666793823,0.20965556800365448,0.1784457564353943
37,37,0.08567356318235397,,,,,,,,,
38,38,,,1.1755751371383667,0.8335921764373779,0.816626787185669,0.6594409942626953,0.09693173319101334,0.40499988198280334,0.20815081894397736,0.1784457564353943
38,38,0.08366677910089493,,,,,,,,,
39,39,,,1.1809654235839844,0.8248467445373535,0.813418984413147,0.6519913673400879,0.15139003098011017,0.406352698802948,0.20707151293754578,0.1784457564353943
39,39,0.08249587565660477,,,,,,,,,
40,40,,,1.1413826942443848,0.8217905163764954,0.8346532583236694,0.6508291363716125,0.195058673620224,0.4105552136898041,0.20673437416553497,0.1784457564353943
40,40,0.08203251659870148,,,,,,,,,
41,41,,,1.0752803087234497,0.8168972134590149,0.8717974424362183,0.6568084955215454,0.21550506353378296,0.41705581545829773,0.2078111469745636,0.1784457564353943
41,41,0.08037929981946945,,,,,,,,,
42,42,,,1.0139402151107788,0.814976155757904,0.8982508778572083,0.6682796478271484,0.21278509497642517,0.42515361309051514,0.21006160974502563,0.1784457564353943
42,42,0.07787937670946121,,,,,,,,,
43,43,,,0.9789125323295593,0.8195053935050964,0.8942781686782837,0.6808974742889404,0.18974654376506805,0.43314242362976074,0.2117813676595688,0.1784457564353943
43,43,0.07671516388654709,,,,,,,,,
44,44,,,0.9745038151741028,0.8311447501182556,0.8937892317771912,0.6885831356048584,0.14994941651821136,0.4379418194293976,0.2140936255455017,0.1784457564353943
44,44,0.07677914202213287,,,,,,,,,
45,45,,,0.9964701533317566,0.8510447144508362,0.903308629989624,0.6879025101661682,0.09773711860179901,0.4373765289783478,0.21613943576812744,0.1784457564353943
45,45,0.07584411650896072,,,,,,,,,
46,46,,,1.0354865789413452,0.8717266321182251,0.9065299034118652,0.681003749370575,0.04049118608236313,0.43228432536125183,0.2166207879781723,0.1784457564353943
46,46,0.07336682826280594,,,,,,,,,
47,47,,,1.0759673118591309,0.8819872140884399,0.8945144414901733,0.673025906085968,0.03597426414489746,0.42529410123825073,0.21536128222942352,0.1784457564353943
47,47,0.07093358039855957,,,,,,,,,
48,48,,,1.1029913425445557,0.8835983872413635,0.8805326223373413,0.6680673956871033,0.09028641134500504,0.4186023771762848,0.21393632888793945,0.1784457564353943
48,48,0.06948734819889069,,,,,,,,,
49,49,,0.06861335039138794,,,,,,,,
49,49,,,1.11106538772583,0.8844984173774719,0.8721055388450623,0.668411910533905,0.1381971389055252,0.41375023126602173,0.21344569325447083,0.1784457564353943
49,49,0.06861335039138794,,,,,,,,,
50,50,,,1.1043180227279663,0.8809782862663269,0.8711883425712585,0.6741232872009277,0.17220021784305573,0.41141360998153687,0.2141658067703247,0.1784457564353943
50,50,0.06794113665819168,,,,,,,,,
51,51,,,1.089992642402649,0.8673737049102783,0.8779168725013733,0.6814610362052917,0.1891840100288391,0.41011226177215576,0.21514928340911865,0.1784457564353943
51,51,0.0673748180270195,,,,,,,,,
52,52,,,1.0729706287384033,0.8517854809761047,0.8862333297729492,0.6851685047149658,0.1880297213792801,0.4073127508163452,0.21461188793182373,0.1784457564353943
52,52,0.0665825754404068,,,,,,,,,
53,53,,,1.055401086807251,0.8426500558853149,0.8908225893974304,0.6840416789054871,0.1693122535943985,0.4028376042842865,0.21214522421360016,0.1784457564353943
53,53,0.06541189551353455,,,,,,,,,
54,54,,,1.0395461320877075,0.8354299068450928,0.8936595916748047,0.6822893619537354,0.13544434309005737,0.39956843852996826,0.20964208245277405,0.1784457564353943
54,54,0.06418056041002274,,,,,,,,,
55,55,,,1.0295543670654297,0.8262935876846313,0.8962259292602539,0.6853046417236328,0.0916115865111351,0.40050965547561646,0.20946118235588074,0.1784457564353943
55,55,0.06307438015937805,,,,,,,,,
56,56,,,1.0300718545913696,0.8203073740005493,0.8955824375152588,0.6957173943519592,0.04990081489086151,0.4065127968788147,0.21278116106987,0.1784457564353943
56,56,0.061836127191782,,,,,,,,,
57,57,,,1.0429925918579102,0.8208128809928894,0.8894712328910828,0.7121710777282715,0.04415689408779144,0.4162527918815613,0.21919715404510498,0.1784457564353943
57,57,0.06036132946610451,,,,,,,,,
58,58,,,1.0644415616989136,0.8255957961082458,0.8794932961463928,0.7292208075523376,0.06891179829835892,0.4264829158782959,0.22654056549072266,0.1784457564353943
58,58,0.05914855748414993,,,,,,,,,
59,59,,,1.0844064950942993,0.832503080368042,0.8707576394081116,0.7401488423347473,0.08383741974830627,0.4332581162452698,0.23176418244838715,0.1784457564353943
59,59,0.05857059359550476,,,,,,,,,
60,60,,,1.0917980670928955,0.8402464985847473,0.8692059516906738,0.742582380771637,0.07922710478305817,0.43489527702331543,0.23333320021629333,0.1784457564353943
60,60,0.0581061914563179,,,,,,,,,
61,61,,,1.0824390649795532,0.8469691872596741,0.877209484577179,0.7404070496559143,0.05686379596590996,0.43314328789711,0.23246917128562927,0.1784457564353943
61,61,0.05711650475859642,,,,,,,,,
62,62,,,1.0622230768203735,0.8510110378265381,0.8910019993782043,0.7395889759063721,0.027512433007359505,0.4309646487236023,0.2315896451473236,0.1784457564353943
62,62,0.055736295878887177,,,,,,,,,
63,63,,,1.042284607887268,0.8518596887588501,0.9030046463012695,0.7434726357460022,0.03407858684659004,0.43028271198272705,0.2322179526090622,0.1784457564353943
63,63,0.05432143434882164,,,,,,,,,
64,64,,,1.0314838886260986,0.850413978099823,0.907893717288971,0.7510308623313904,0.0674026608467102,0.43112263083457947,0.23424406349658966,0.1784457564353943
64,64,0.05303432047367096,,,,,,,,,
65,65,,,1.0326496362686157,0.8476762175559998,0.9058312773704529,0.7576271891593933,0.09470321238040924,0.4314410388469696,0.23613643646240234,0.1784457564353943
65,65,0.05210553854703903,,,,,,,,,
66,66,,,1.043168544769287,0.844039261341095,0.8989785313606262,0.759122908115387,0.10893019288778305,0.4291103184223175,0.23624096810817719,0.1784457564353943
66,66,0.05147111788392067,,,,,,,,,
67,67,,,1.0572967529296875,0.8408612012863159,0.8893256187438965,0.7565526366233826,0.10777150094509125,0.42489394545555115,0.2347591519355774,0.1784457564353943
67,67,0.050699081271886826,,,,,,,,,
