epoch,step,train/loss_epoch,train/loss_step,val/error_Im_qq,val/error_Im_xx,val/error_Re_qq,val/error_Re_xx,val/loss,val/loss_best
0,0,,,8.00075912475586,1.4475741386413574,1.134116768836975,1.193947196006775,0.8454508781433105,0.8454508781433105
0,0,3.2536346912384033,,,,,,,
1,1,,,6.814889907836914,1.1451756954193115,1.1187264919281006,1.1521283388137817,0.7002613544464111,0.7002613544464111
1,1,2.8503732681274414,,,,,,,
2,2,,,5.664252281188965,0.8655420541763306,1.106115460395813,1.110314130783081,0.580406665802002,0.580406665802002
2,2,2.4996042251586914,,,,,,,
3,3,,,4.565823554992676,0.62263023853302,1.0936530828475952,1.069197654724121,0.4849412739276886,0.4849412739276886
3,3,2.201446533203125,,,,,,,
4,4,,,3.5443954467773438,0.4405936002731323,1.0791075229644775,1.029503345489502,0.41204094886779785,0.41204094886779785
4,4,1.9543049335479736,,,,,,,
5,5,,,2.6334421634674072,0.35726162791252136,1.060510277748108,0.9920496344566345,0.3589588701725006,0.3589588701725006
5,5,1.7546931505203247,,,,,,,
6,6,,,1.8864374160766602,0.37912240624427795,1.0361114740371704,0.9574712514877319,0.32213613390922546,0.32213613390922546
6,6,1.59722101688385,,,,,,,
7,7,,,1.395250678062439,0.44700539112091064,1.0053046941757202,0.9259975552558899,0.2974938750267029,0.2974938750267029
7,7,1.4747371673583984,,,,,,,
8,8,,,1.2540910243988037,0.5107213854789734,0.9696471095085144,0.8973890542984009,0.28091302514076233,0.28091302514076233
8,8,1.3788822889328003,,,,,,,
9,9,,,1.3910096883773804,0.5507075786590576,0.9332998991012573,0.8709790706634521,0.2687608003616333,0.2687608003616333
9,9,1.3010716438293457,,,,,,,
10,10,,,1.6171982288360596,0.5622748136520386,0.9027312994003296,0.8457932472229004,0.25826650857925415,0.25826650857925415
10,10,1.2335435152053833,,,,,,,
11,11,,,1.8204319477081299,0.5470166206359863,0.8853991031646729,0.8207055926322937,0.24764543771743774,0.24764543771743774
11,11,1.170140027999878,,,,,,,
