epoch,step,train/loss_epoch,train/loss_step,val/error_Im_qq,val/error_Im_xx,val/error_Re_qq,val/error_Re_xx,val/loss,val/loss_best
20,20,,,1.8708277940750122,0.3350578248500824,1.0455085039138794,0.5044807195663452,0.1216048151254654,0.07625266909599304
20,20,0.23094314336776733,,,,,,,
21,21,,,1.8880040645599365,0.35627660155296326,1.0496512651443481,0.552436113357544,0.13795030117034912,0.07625266909599304
21,21,0.2272554188966751,,,,,,,
22,22,,,1.8375567197799683,0.3833952844142914,1.057534098625183,0.5974997282028198,0.1538257747888565,0.07625266909599304
22,22,0.2262939065694809,,,,,,,
23,23,,,1.7369667291641235,0.41760769486427307,1.0680595636367798,0.6363947987556458,0.16815215349197388,0.07625266909599304
23,23,0.22643007338047028,,,,,,,
24,24,,,1.607700228691101,0.4585326015949249,1.0790685415267944,0.6667549014091492,0.17996002733707428,0.07625266909599304
24,24,0.22641721367835999,,,,,,,
25,25,,,1.4726064205169678,0.5043013691902161,1.0878009796142578,0.6871152520179749,0.188457652926445,0.07625266909599304
25,25,0.22532466053962708,,,,,,,
26,26,,,1.3526180982589722,0.5521866083145142,1.0915987491607666,0.69688880443573,0.19312332570552826,0.07625266909599304
26,26,0.2225036919116974,,,,,,,
27,27,,,1.2626701593399048,0.5992893576622009,1.088571548461914,0.6963047981262207,0.19378550350666046,0.07625266909599304
27,27,0.2175891399383545,,,,,,,
28,28,,,1.2081202268600464,0.6430065035820007,1.0780218839645386,0.6863024234771729,0.19065429270267487,0.07625266909599304
28,28,0.21051940321922302,,,,,,,
29,29,,,1.1843605041503906,0.6812440156936646,1.060557246208191,0.668379545211792,0.18428370356559753,0.07625266909599304
29,29,0.20154133439064026,,,,,,,
30,30,,,1.1806952953338623,0.712448239326477,1.0379096269607544,0.6444070935249329,0.17546899616718292,0.07625266909599304
30,30,0.19117175042629242,,,,,,,
31,31,,,1.1857898235321045,0.7355432510375977,1.0125256776809692,0.6164249777793884,0.16510498523712158,0.07625266909599304
31,31,0.18010127544403076,,,,,,,
32,32,,,1.1912740468978882,0.7498447299003601,0.9870288968086243,0.586435854434967,0.15404246747493744,0.07625266909599304
32,32,0.1690543293952942,,,,,,,
33,33,,,1.1926987171173096,0.7549892663955688,0.9636712670326233,0.5562174320220947,0.1429770290851593,0.07625266909599304
33,33,0.1586419641971588,,,,,,,
34,34,,,1.1888726949691772,0.7508975267410278,0.9439287185668945,0.5271820425987244,0.1323934644460678,0.07625266909599304
34,34,0.14925236999988556,,,,,,,
35,35,,,1.1806789636611938,0.7377719283103943,0.9283636808395386,0.5003111958503723,0.12257007509469986,0.07625266909599304
35,35,0.14101430773735046,,,,,,,
36,36,,,1.1699613332748413,0.7161019444465637,0.9167922139167786,0.476176381111145,0.11362775415182114,0.07625266909599304
36,36,0.13384000957012177,,,,,,,
37,37,,,1.1586955785751343,0.6866679787635803,0.9086647629737854,0.45502644777297974,0.10559729486703873,0.07625266909599304
37,37,0.12752380967140198,,,,,,,
38,38,,,1.1484860181808472,0.6505296230316162,0.9034861326217651,0.43689486384391785,0.09847789257764816,0.07625266909599304
38,38,0.12185052782297134,,,,,,,
39,39,,,1.140345811843872,0.6089972257614136,0.9011174440383911,0.4216822683811188,0.09227059781551361,0.07625266909599304
39,39,0.11667295545339584,,,,,,,
40,40,,,1.1346904039382935,0.5635858774185181,0.9018703699111938,0.40919601917266846,0.08698505908250809,0.07625266909599304
40,40,0.11193712055683136,,,,,,,
41,41,,,1.131455421447754,0.5159562230110168,0.9063833355903625,0.3991630971431732,0.0826292634010315,0.07625266909599304
41,41,0.10766155272722244,,,,,,,
42,42,,,1.1302642822265625,0.467843621969223,0.9153265953063965,0.3912491202354431,0.07919479161500931,0.07625266909599304
42,42,0.10389311611652374,,,,,,,
43,43,,,1.1305826902389526,0.4209786653518677,0.9290357232093811,0.3851046860218048,0.07664698362350464,0.07625266909599304
43,43,0.10066641122102737,,,,,,,
44,44,,,1.1318293809890747,0.3770045042037964,0.9472031593322754,0.3804308772087097,0.07492271810770035,0.07492271810770035
44,44,0.09798286110162735,,,,,,,
45,45,,,1.133439064025879,0.3373836576938629,0.9687489867210388,0.377032995223999,0.07393308728933334,0.07393308728933334
45,45,0.09581047296524048,,,,,,,
46,46,,,1.1348865032196045,0.30328238010406494,0.9919216632843018,0.37482723593711853,0.07356622815132141,0.07356622815132141
46,46,0.09409291297197342,,,,,,,
47,47,,,1.135696530342102,0.27542585134506226,1.0145890712738037,0.3737933337688446,0.07368893921375275,0.07356622815132141
47,47,0.09275514632463455,,,,,,,
48,48,,,1.135459065437317,0.2539536654949188,1.0346158742904663,0.37389490008354187,0.07414954155683517,0.07356622815132141
48,48,0.0917002484202385,,,,,,,
49,49,,0.09080289304256439,,,,,,
49,49,,,1.1338530778884888,0.23836448788642883,1.0502132177352905,0.37501418590545654,0.07478679716587067,0.07356622815132141
49,49,0.09080289304256439,,,,,,,
50,50,,,1.1306780576705933,0.22764509916305542,1.0601844787597656,0.37693941593170166,0.07544764131307602,0.07356622815132141
50,50,0.0899120420217514,,,,,,,
51,51,,,1.125874400138855,0.22059310972690582,1.0640352964401245,0.37941205501556396,0.07601121813058853,0.07356622815132141
51,51,0.08887146413326263,,,,,,,
52,52,,,1.1195251941680908,0.2162000685930252,1.0619558095932007,0.38220328092575073,0.07641041278839111,0.07356622815132141
52,52,0.08755545318126678,,,,,,,
53,53,,,1.111830234527588,0.21393191814422607,1.0547089576721191,0.385172575712204,0.07664138078689575,0.07356622815132141
53,53,0.08590570837259293,,,,,,,
54,54,,,1.1030597686767578,0.21381185948848724,1.0434595346450806,0.38827377557754517,0.07675451040267944,0.07356622815132141
54,54,0.08395065367221832,,,,,,,
55,55,,,1.0935066938400269,0.21629570424556732,1.0295883417129517,0.3915095925331116,0.07683020085096359,0.07356622815132141
55,55,0.08179537951946259,,,,,,,
56,56,,,1.0834485292434692,0.2219855785369873,1.0145121812820435,0.3948647677898407,0.07694827765226364,0.07356622815132141
56,56,0.07958558946847916,,,,,,,
57,57,,,1.0731346607208252,0.23128725588321686,0.9995352029800415,0.39826005697250366,0.07716426253318787,0.07356622815132141
57,57,0.07746100425720215,,,,,,,
58,58,,,1.062788724899292,0.24415358901023865,0.9857417941093445,0.4015534818172455,0.07749990373849869,0.07356622815132141
58,58,0.07552024722099304,,,,,,,
59,59,,,1.052621841430664,0.2600202262401581,0.9739394783973694,0.4045839011669159,0.07794888317584991,0.07356622815132141
59,59,0.0738099068403244,,,,,,,
60,60,,,1.042828917503357,0.27792367339134216,0.9646416902542114,0.4072268307209015,0.07848956435918808,0.07356622815132141
60,60,0.07233691215515137,,,,,,,
61,61,,,1.0335726737976074,0.29670196771621704,0.9580829739570618,0.40942874550819397,0.07909628748893738,0.07356622815132141
61,61,0.07109067589044571,,,,,,,
62,62,,,1.0249544382095337,0.3151806592941284,0.9542475342750549,0.41120362281799316,0.07974284887313843,0.07356622815132141
62,62,0.07005813717842102,,,,,,,
63,63,,,1.0169984102249146,0.33230060338974,0.952903151512146,0.4126015901565552,0.08039989322423935,0.07356622815132141
63,63,0.06922410428524017,,,,,,,
64,64,,,1.009668231010437,0.34718817472457886,0.9536438584327698,0.41367343068122864,0.08103137463331223,0.07356622815132141
64,64,0.06856153905391693,,,,,,,
65,65,,,1.0029141902923584,0.35918182134628296,0.9559425711631775,0.41445207595825195,0.0815955325961113,0.07356622815132141
65,65,0.0680236890912056,,,,,,,
66,66,,,0.9967367649078369,0.36783480644226074,0.9592176079750061,0.4149550199508667,0.08205083757638931,0.07356622815132141
66,66,0.06754878163337708,,,,,,,
67,67,,,0.9912315607070923,0.3729076683521271,0.9629097580909729,0.41519567370414734,0.0823640376329422,0.07356622815132141
67,67,0.06707646697759628,,,,,,,
68,68,,,0.9865855574607849,0.3743557631969452,0.9665504693984985,0.4151875674724579,0.08251480758190155,0.07356622815132141
68,68,0.06656666100025177,,,,,,,
69,69,,,0.9830197691917419,0.3723185360431671,0.9698111414909363,0.4149380624294281,0.08249589055776596,0.07356622815132141
69,69,0.06600892543792725,,,,,,,
70,70,,,0.9806948304176331,0.36710938811302185,0.9725196957588196,0.41443976759910583,0.08231039345264435,0.07356622815132141
70,70,0.06541764736175537,,,,,,,
71,71,,,0.9796231985092163,0.3591991066932678,0.9746465086936951,0.4136737883090973,0.08196990191936493,0.07356622815132141
71,71,0.06481752544641495,,,,,,,
72,72,,,0.9796248078346252,0.3491900861263275,0.9762669205665588,0.4126284718513489,0.08149514347314835,0.07356622815132141
72,72,0.06422997266054153,,,,,,,
73,73,,,0.9803484678268433,0.33777642250061035,0.977512001991272,0.4113243520259857,0.08091774582862854,0.07356622815132141
73,73,0.06366701424121857,,,,,,,
74,74,,,0.981356680393219,0.32569044828414917,0.9785211682319641,0.40982693433761597,0.08027918636798859,0.07356622815132141
74,74,0.06313362717628479,,,,,,,
75,75,,,0.9822394847869873,0.3136405050754547,0.9794008731842041,0.40823668241500854,0.07962509244680405,0.07356622815132141
75,75,0.06263211369514465,,,,,,,
76,76,,,0.9827198386192322,0.3022478520870209,0.9801998734474182,0.40666085481643677,0.07899637520313263,0.07356622815132141
76,76,0.06216355413198471,,,,,,,
77,77,,,0.9827157258987427,0.29199814796447754,0.9808984994888306,0.4051837921142578,0.07842148840427399,0.07356622815132141
77,77,0.061725832521915436,,,,,,,
78,78,,,0.9823384284973145,0.2832126021385193,0.981411337852478,0.4038524627685547,0.07791342586278915,0.07356622815132141
78,78,0.061312075704336166,,,,,,,
79,79,,,0.9818286895751953,0.2760458290576935,0.9816047549247742,0.4026806652545929,0.0774720311164856,0.07356622815132141
79,79,0.06091289594769478,,,,,,,
80,80,,,0.9814542531967163,0.2705051898956299,0.9813230633735657,0.4016643166542053,0.07708918303251266,0.07356622815132141
80,80,0.06052207946777344,,,,,,,
81,81,,,0.9814055562019348,0.26648378372192383,0.9804213643074036,0.4007939100265503,0.07675345242023468,0.07356622815132141
81,81,0.06014062464237213,,,,,,,
82,82,,,0.9817230105400085,0.2637965679168701,0.9787984490394592,0.4000600576400757,0.07645308971405029,0.07356622815132141
82,82,0.059775952249765396,,,,,,,
83,83,,,0.9822857975959778,0.2622177004814148,0.976422131061554,0.3994542360305786,0.07617794722318649,0.07356622815132141
83,83,0.05943622812628746,,,,,,,
84,84,,,0.9828557372093201,0.26151368021965027,0.9733455181121826,0.39897048473358154,0.07592139393091202,0.07356622815132141
84,84,0.059124793857336044,,,,,,,
85,85,,,0.9831585884094238,0.261470764875412,0.9697058200836182,0.39860883355140686,0.07568224519491196,0.07356622815132141
85,85,0.05883873254060745,,,,,,,
86,86,,,0.9829694628715515,0.26191577315330505,0.9657115936279297,0.3983762860298157,0.07546539604663849,0.07356622815132141
86,86,0.05857196822762489,,,,,,,
87,87,,,0.9821738600730896,0.26272520422935486,0.9616183638572693,0.3982805907726288,0.07527994364500046,0.07356622815132141
87,87,0.05831941217184067,,,,,,,
88,88,,,0.9807891249656677,0.26382291316986084,0.9576996564865112,0.39832067489624023,0.075135737657547,0.07356622815132141
88,88,0.05807850882411003,,,,,,,
89,89,,,0.978945255279541,0.26516786217689514,0.9542167782783508,0.3984799385070801,0.07504001259803772,0.07356622815132141
89,89,0.05784766748547554,,,,,,,
90,90,,,0.9768433570861816,0.2667369544506073,0.9513945579528809,0.3987278342247009,0.07499607652425766,0.07356622815132141
90,90,0.05762418359518051,,,,,,,
91,91,,,0.9747008085250854,0.2685072720050812,0.9494006037712097,0.3990299701690674,0.07500403374433517,0.07356622815132141
91,91,0.057403940707445145,,,,,,,
92,92,,,0.9727058410644531,0.2704434096813202,0.9483308792114258,0.39935657382011414,0.07506155222654343,0.07356622815132141
92,92,0.057183798402547836,,,,,,,
93,93,,,0.9709869027137756,0.27249282598495483,0.9482012391090393,0.39968645572662354,0.07516418397426605,0.07356622815132141
93,93,0.056963637471199036,,,,,,,
94,94,,,0.9696056842803955,0.27459070086479187,0.9489437341690063,0.4000036120414734,0.07530444115400314,0.07356622815132141
94,94,0.05674652010202408,,,,,,,
95,95,,,0.9685660004615784,0.2766675353050232,0.9504107236862183,0.4002927243709564,0.07547109574079514,0.07356622815132141
95,95,0.056536588817834854,,,,,,,
96,96,,,0.9678334593772888,0.2786627411842346,0.9523864388465881,0.40053677558898926,0.07564950734376907,0.07356622815132141
96,96,0.05633699148893356,,,,,,,
97,97,,,0.9673563241958618,0.2805333137512207,0.9546077251434326,0.40071892738342285,0.07582328468561172,0.07356622815132141
97,97,0.05614905431866646,,,,,,,
98,98,,,0.9670813679695129,0.2822592258453369,0.9567945599555969,0.4008237421512604,0.07597605884075165,0.07356622815132141
98,98,0.05597301572561264,,,,,,,
99,99,,0.05580858513712883,,,,,,
99,99,,,0.9669600129127502,0.28384149074554443,0.958683431148529,0.400838702917099,0.07609328627586365,0.07356622815132141
99,99,0.05580858513712883,,,,,,,
100,100,,,0.9669600129127502,0.28384149074554443,0.958683431148529,0.400838702917099,0.07609328627586365,0.07356622815132141
