epoch,step,train/loss_epoch,train/loss_step,val/error_Im_qq,val/error_Im_xx,val/error_Re_qq,val/error_Re_xx,val/error_qq,val/error_xx,val/loss,val/loss_best
10,10,0.8243703246116638,,,,,,,,,
11,11,,,1.9373779296875,0.3814922869205475,1.1994309425354004,0.5843872427940369,0.9842178225517273,0.4596644639968872,0.25568366050720215,0.25568366050720215
11,11,0.7307032942771912,,,,,,,,,
12,12,,,1.9708846807479858,0.33832746744155884,1.2933940887451172,0.5412282943725586,1.0004512071609497,0.429775595664978,0.23732995986938477,0.23732995986938477
12,12,0.6458598971366882,,,,,,,,,
13,13,,,1.9958528280258179,0.30212587118148804,1.4032028913497925,0.49998995661735535,1.0280636548995972,0.3963299095630646,0.22246386110782623,0.22246386110782623
13,13,0.571561336517334,,,,,,,,,
14,14,,,2.009432792663574,0.28070515394210815,1.5085300207138062,0.46096429228782654,1.0602846145629883,0.3598085045814514,0.20998556911945343,0.20998556911945343
14,14,0.5076428055763245,,,,,,,,,
15,15,,,2.013573169708252,0.27412062883377075,1.5927135944366455,0.42567208409309387,1.0907673835754395,0.32231587171554565,0.19920702278614044,0.19920702278614044
15,15,0.45277225971221924,,,,,,,,,
16,16,,,2.011094093322754,0.27449461817741394,1.645991563796997,0.39717182517051697,1.1146249771118164,0.2881782650947571,0.19015730917453766,0.19015730917453766
16,16,0.405436247587204,,,,,,,,,
17,17,,,2.0031838417053223,0.2726888358592987,1.6658909320831299,0.3789491653442383,1.1285115480422974,0.26345595717430115,0.18332049250602722,0.18332049250602722
17,17,0.36462390422821045,,,,,,,,,
18,18,,,1.98947012424469,0.2647320330142975,1.6556700468063354,0.37256649136543274,1.1290563344955444,0.25330013036727905,0.17894677817821503,0.17894677817821503
18,18,0.329845130443573,,,,,,,,,
19,19,,,1.9691208600997925,0.2547168433666229,1.6218245029449463,0.37606385350227356,1.1135214567184448,0.25824835896492004,0.1766631007194519,0.1766631007194519
19,19,0.3006163537502289,,,,,,,,,
20,20,,,1.940567970275879,0.25400716066360474,1.5716681480407715,0.38515886664390564,1.0816199779510498,0.2739575207233429,0.17570152878761292,0.17570152878761292
20,20,0.27595505118370056,,,,,,,,,
21,21,,,1.8996690511703491,0.27372613549232483,1.5116175413131714,0.3962041735649109,1.0367662906646729,0.2950740158557892,0.17550715804100037,0.17550715804100037
21,21,0.25438687205314636,,,,,,,,,
22,22,,,1.8385415077209473,0.3138652741909027,1.4464889764785767,0.4080745577812195,0.9844277501106262,0.31818175315856934,0.17606176435947418,0.17550715804100037
22,22,0.234489306807518,,,,,,,,,
23,23,,,1.7474793195724487,0.3633706867694855,1.3796534538269043,0.4217268228530884,0.9308716058731079,0.34167858958244324,0.17770685255527496,0.17550715804100037
23,23,0.215533047914505,,,,,,,,,
24,24,,,1.6205700635910034,0.4088686406612396,1.313541054725647,0.438214510679245,0.8828821182250977,0.36430978775024414,0.18060491979122162,0.17550715804100037
24,24,0.19768372178077698,,,,,,,,,
25,25,,,1.4629393815994263,0.4401160180568695,1.2500628232955933,0.4568938612937927,0.8473461866378784,0.38422447443008423,0.18429312109947205,0.17550715804100037
25,25,0.1816519945859909,,,,,,,,,
26,26,,,1.2953742742538452,0.45159241557121277,1.1908544301986694,0.47520509362220764,0.8290524482727051,0.3991677463054657,0.18767167627811432,0.17550715804100037
26,26,0.1681368350982666,,,,,,,,,
27,27,,,1.1508288383483887,0.44255831837654114,1.137437343597412,0.48992955684661865,0.8280821442604065,0.40733200311660767,0.18943801522254944,0.17550715804100037
27,27,0.15745016932487488,,,,,,,,,
28,28,,,1.0579677820205688,0.4162878692150116,1.0912957191467285,0.49872055649757385,0.8384265303611755,0.4081040024757385,0.18860748410224915,0.17550715804100037
28,28,0.1494317203760147,,,,,,,,,
29,29,,,1.0187166929244995,0.37873172760009766,1.0537583827972412,0.500941812992096,0.8510968685150146,0.4022890329360962,0.1848994493484497,0.17550715804100037
29,29,0.14354774355888367,,,,,,,,,
30,30,,,1.0064685344696045,0.3369029462337494,1.02565336227417,0.49761730432510376,0.8597813844680786,0.39179670810699463,0.17886246740818024,0.17550715804100037
30,30,0.13907958567142487,,,,,,,,,
31,31,,,0.9911251664161682,0.297278493642807,1.0069236755371094,0.4907890856266022,0.8639212846755981,0.3790152370929718,0.17167781293392181,0.17167781293392181
31,31,0.13535651564598083,,,,,,,,,
32,32,,,0.9607390761375427,0.2644520103931427,0.9964885711669922,0.4827190935611725,0.8659646511077881,0.3661752939224243,0.1646665632724762,0.1646665632724762
32,32,0.13195785880088806,,,,,,,,,
33,33,,,0.9247350096702576,0.24025066196918488,0.992475152015686,0.47527584433555603,0.8669989705085754,0.3549339473247528,0.15881632268428802,0.15881632268428802
33,33,0.12878738343715668,,,,,,,,,
34,34,,,0.903678297996521,0.22369898855686188,0.992697536945343,0.4696407914161682,0.8662017583847046,0.3462441861629486,0.15461716055870056,0.15461716055870056
34,34,0.12598314881324768,,,,,,,,,
35,35,,,0.9115992188453674,0.2120591104030609,0.9951246380805969,0.46625930070877075,0.8632078766822815,0.3404087424278259,0.15213049948215485,0.15213049948215485
35,35,0.12371514737606049,,,,,,,,,
36,36,,,0.943364679813385,0.20237800478935242,0.9981511831283569,0.46489429473876953,0.8595765233039856,0.33716949820518494,0.1510840654373169,0.1510840654373169
36,36,0.12197531014680862,,,,,,,,,
37,37,,,0.9804771542549133,0.19259384274482727,1.0006150007247925,0.46473437547683716,0.8576437830924988,0.33579137921333313,0.15092705190181732,0.15092705190181732
37,37,0.12047790735960007,,,,,,,,,
38,38,,,1.0073628425598145,0.1818508505821228,1.0016402006149292,0.46462157368659973,0.8587695360183716,0.3352312445640564,0.15095652639865875,0.15092705190181732
38,38,0.11874917149543762,,,,,,,,,
39,39,,,1.0214025974273682,0.17031323909759521,1.0004498958587646,0.4634265601634979,0.8627281188964844,0.3344489634037018,0.15054579079151154,0.15054579079151154
39,39,0.11637295037508011,,,,,,,,,
40,40,,,1.031959056854248,0.15887533128261566,0.9962753057479858,0.46045705676078796,0.8679091334342957,0.3327679932117462,0.14934590458869934,0.14934590458869934
40,40,0.11323441565036774,,,,,,,,,
41,41,,,1.0512858629226685,0.1489497721195221,0.9884387254714966,0.4557119905948639,0.8718427419662476,0.3301067650318146,0.1473468393087387,0.1473468393087387
41,41,0.10958726704120636,,,,,,,,,
42,42,,,1.0834463834762573,0.14226046204566956,0.9766129851341248,0.44986099004745483,0.872284471988678,0.3269631862640381,0.14480887353420258,0.14480887353420258
42,42,0.10589206963777542,,,,,,,,,
43,43,,,1.1202367544174194,0.14040233194828033,0.9611608386039734,0.4439672827720642,0.8685985207557678,0.3241613507270813,0.14214123785495758,0.14214123785495758
43,43,0.10253489017486572,,,,,,,,,
44,44,,,1.1476041078567505,0.14404965937137604,0.9433555006980896,0.4390870928764343,0.8620961904525757,0.32248151302337646,0.13977111876010895,0.13977111876010895
44,44,0.09962984174489975,,,,,,,,,
45,45,,,1.1556646823883057,0.15225850045681,0.9252777695655823,0.4359271824359894,0.8548832535743713,0.3223443925380707,0.13802826404571533,0.13802826404571533
45,45,0.09704938530921936,,,,,,,,,
46,46,,,1.1442216634750366,0.16255809366703033,0.9093398451805115,0.4346746802330017,0.8489541411399841,0.32366785407066345,0.13709014654159546,0.13709014654159546
46,46,0.09463318437337875,,,,,,,,,
47,47,,,1.1214982271194458,0.1717899590730667,0.8976399898529053,0.4350092113018036,0.8453298807144165,0.32591140270233154,0.13692942261695862,0.13692942261695862
47,47,0.09236757457256317,,,,,,,,,
48,48,,,1.098066806793213,0.17709125578403473,0.8914748430252075,0.43625780940055847,0.8443328738212585,0.3282678723335266,0.13732430338859558,0.13692942261695862
48,48,0.09037547558546066,,,,,,,,,
49,49,,0.08875887095928192,,,,,,,,
49,49,,,1.0801687240600586,0.17667382955551147,0.8912347555160522,0.43765631318092346,0.8464316129684448,0.3299514055252075,0.13796402513980865,0.13692942261695862
49,49,0.08875887095928192,,,,,,,,,
50,50,,,1.067267894744873,0.17030878365039825,0.8966256976127625,0.4386460781097412,0.8522611260414124,0.33049675822257996,0.13860122859477997,0.13692942261695862
50,50,0.08747527003288269,,,,,,,,,
51,51,,,1.0552266836166382,0.15942424535751343,0.9069492220878601,0.43907731771469116,0.8621675372123718,0.32994216680526733,0.13918237388134003,0.13692942261695862
51,51,0.08637423068284988,,,,,,,,,
52,52,,,1.0411478281021118,0.14671210944652557,0.9211894273757935,0.43921104073524475,0.875600278377533,0.3287998139858246,0.13985282182693481,0.13692942261695862
52,52,0.08533875644207001,,,,,,,,,
53,53,,,1.0253642797470093,0.13525806367397308,0.9379017353057861,0.4395292401313782,0.8907761573791504,0.3278311789035797,0.14082540571689606,0.13692942261695862
53,53,0.08437103778123856,,,,,,,,,
54,54,,,1.0099995136260986,0.1274651437997818,0.9551230669021606,0.4404709041118622,0.905119776725769,0.3277442157268524,0.14222009479999542,0.13692942261695862
54,54,0.0835384950041771,,,,,,,,,
55,55,,,0.9966544508934021,0.12443860620260239,0.9705455303192139,0.4422163665294647,0.9164660573005676,0.3289395868778229,0.1439906656742096,0.13692942261695862
55,55,0.08285634219646454,,,,,,,,,
56,56,,,0.9856812953948975,0.12631012499332428,0.9819869995117188,0.44458624720573425,0.924030601978302,0.3313809633255005,0.14594580233097076,0.13692942261695862
56,56,0.08223677426576614,,,,,,,,,
57,57,,,0.977142333984375,0.13284312188625336,0.9879698753356934,0.4470660984516144,0.9281601905822754,0.3346041142940521,0.14779213070869446,0.13692942261695862
57,57,0.08154542744159698,,,,,,,,,
58,58,,,0.9716864824295044,0.14336128532886505,0.9881315231323242,0.44896382093429565,0.929384708404541,0.3378666043281555,0.14918559789657593,0.13692942261695862
58,58,0.08069562166929245,,,,,,,,,
59,59,,,0.9701074957847595,0.1563086062669754,0.9832864999771118,0.44967591762542725,0.928002119064331,0.3404090702533722,0.14983069896697998,0.13692942261695862
59,59,0.07969358563423157,,,,,,,,,
60,60,,,0.9721993207931519,0.1693442165851593,0.9751266241073608,0.4489666819572449,0.9244300723075867,0.3417384922504425,0.14961296319961548,0.13692942261695862
60,60,0.07861582934856415,,,,,,,,,
61,61,,,0.9763789772987366,0.18003717064857483,0.9656999111175537,0.4471127986907959,0.9195781946182251,0.34180155396461487,0.1486789435148239,0.13692942261695862
61,61,0.07755760848522186,,,,,,,,,
62,62,,,0.9805963635444641,0.18659602105617523,0.9568817019462585,0.4448181986808777,0.914676308631897,0.34096431732177734,0.14739453792572021,0.13692942261695862
62,62,0.0765882357954979,,,,,,,,,
63,63,,,0.9836226105690002,0.1882539987564087,0.9500208497047424,0.44293537735939026,0.9107072353363037,0.33982205390930176,0.14620131254196167,0.13692942261695862
63,63,0.0757288709282875,,,,,,,,,
64,64,,,0.9855637550354004,0.1852644979953766,0.9458272457122803,0.44213876128196716,0.9079692363739014,0.338947057723999,0.1454542577266693,0.13692942261695862
64,64,0.07495791465044022,,,,,,,,,
65,65,,,0.9873521327972412,0.17863856256008148,0.9444395303726196,0.442693293094635,0.9061358571052551,0.33868446946144104,0.14531607925891876,0.13692942261695862
65,65,0.07424382120370865,,,,,,,,,
66,66,,,0.9898450374603271,0.16977746784687042,0.9455695152282715,0.444376140832901,0.9047077298164368,0.33904510736465454,0.1457267850637436,0.13692942261695862
66,66,0.07358264178037643,,,,,,,,,
67,67,,,0.9932883381843567,0.16013139486312866,0.9486475586891174,0.44655704498291016,0.9033918380737305,0.33971694111824036,0.14643657207489014,0.13692942261695862
67,67,0.07300351560115814,,,,,,,,,
68,68,,,0.9973920583724976,0.15095371007919312,0.9529513120651245,0.44842061400413513,0.9020951986312866,0.3402046263217926,0.14709284901618958,0.13692942261695862
68,68,0.07253383845090866,,,,,,,,,
69,69,,,1.001710057258606,0.1431746631860733,0.9577274918556213,0.44927605986595154,0.9007086157798767,0.3400665521621704,0.14737418293952942,0.13692942261695862
69,69,0.07216274738311768,,,,,,,,,
70,70,,,1.0059088468551636,0.1373826563358307,0.9623008370399475,0.4488288462162018,0.8990939259529114,0.3391418755054474,0.1471283733844757,0.13692942261695862
70,70,0.07184436917304993,,,,,,,,,
71,71,,,1.009750485420227,0.13388139009475708,0.9661610722541809,0.4472752511501312,0.897218644618988,0.33763745427131653,0.1464335173368454,0.13692942261695862
71,71,0.07153564691543579,,,,,,,,,
72,72,,,1.0129051208496094,0.13275736570358276,0.9690078496932983,0.44517281651496887,0.8952535390853882,0.3360220789909363,0.1455422192811966,0.13692942261695862
72,72,0.0712222158908844,,,,,,,,,
73,73,,,1.0148260593414307,0.13388413190841675,0.9707518815994263,0.4431704580783844,0.8935524821281433,0.3347964584827423,0.14474961161613464,0.13692942261695862
73,73,0.07090763002634048,,,,,,,,,
74,74,,,1.0148518085479736,0.13685037195682526,0.9714765548706055,0.4417459964752197,0.8925198316574097,0.3342714011669159,0.14426428079605103,0.13692942261695862
74,74,0.07058733701705933,,,,,,,,,
75,75,,,1.0125333070755005,0.14090017974376678,0.9713708758354187,0.4410563111305237,0.8924323916435242,0.3344521224498749,0.14413617551326752,0.13692942261695862
75,75,0.07024461776018143,,,,,,,,,
76,76,,,1.0079857110977173,0.14501041173934937,0.9706559777259827,0.44092828035354614,0.8932907581329346,0.3350541591644287,0.1442534327507019,0.13692942261695862
76,76,0.06986960023641586,,,,,,,,,
77,77,,,1.001995325088501,0.14813847839832306,0.9695201516151428,0.4409685432910919,0.8947651386260986,0.335626482963562,0.14439646899700165,0.13692942261695862
77,77,0.06947247684001923,,,,,,,,,
78,78,,,0.9957355856895447,0.1495327651500702,0.9680891633033752,0.4407506287097931,0.8962927460670471,0.3357369899749756,0.14433327317237854,0.13692942261695862
78,78,0.06907465308904648,,,,,,,,,
79,79,,,0.990246593952179,0.14895203709602356,0.9664345383644104,0.4400070309638977,0.8972912430763245,0.33514872193336487,0.143920436501503,0.13692942261695862
79,79,0.0686914250254631,,,,,,,,,
80,80,,,0.9860658645629883,0.14669206738471985,0.9646157622337341,0.43873563408851624,0.8976816534996033,0.3339061737060547,0.14317642152309418,0.13692942261695862
80,80,0.06832551956176758,,,,,,,,,
81,81,,,0.9832805395126343,0.14342078566551208,0.9627315998077393,0.437167227268219,0.8980628848075867,0.33228835463523865,0.1422700434923172,0.13692942261695862
81,81,0.06797318160533905,,,,,,,,,
82,82,,,0.9818444848060608,0.1399119645357132,0.9609473943710327,0.4356226325035095,0.8988452553749084,0.33066076040267944,0.14140532910823822,0.13692942261695862
82,82,0.0676315501332283,,,,,,,,,
83,83,,,0.9817423820495605,0.13679328560829163,0.959481954574585,0.4343453645706177,0.90006023645401,0.32930758595466614,0.14072728157043457,0.13692942261695862
83,83,0.06730152666568756,,,,,,,,,
84,84,,,0.9828193783760071,0.134412482380867,0.9585540890693665,0.43339720368385315,0.9014872312545776,0.3283277153968811,0.14027343690395355,0.13692942261695862
84,84,0.06698691099882126,,,,,,,,,
85,85,,,0.9845583438873291,0.1328420490026474,0.9583073258399963,0.43265342712402344,0.9029206037521362,0.327628493309021,0.13998086750507355,0.13692942261695862
85,85,0.06669129431247711,,,,,,,,,
86,86,,,0.9861965775489807,0.1319868564605713,0.9587388634681702,0.4318850040435791,0.9043331742286682,0.3270057141780853,0.13973388075828552,0.13692942261695862
86,86,0.06641333550214767,,,,,,,,,
87,87,,,0.9871746301651001,0.13171802461147308,0.9596640467643738,0.4308830797672272,0.9057688117027283,0.32626453042030334,0.1394224613904953,0.13692942261695862
87,87,0.06614535301923752,,,,,,,,,
88,88,,,0.9874838590621948,0.1319686770439148,0.9607318639755249,0.4295603334903717,0.9071354269981384,0.3253175914287567,0.13898535072803497,0.13692942261695862
88,88,0.06587938219308853,,,,,,,,,
89,89,,,0.9875746965408325,0.13274893164634705,0.9615026712417603,0.4279809594154358,0.9082233309745789,0.32421398162841797,0.13842687010765076,0.13692942261695862
89,89,0.06561414897441864,,,,,,,,,
90,90,,,0.9879524111747742,0.13407717645168304,0.9615641236305237,0.42630818486213684,0.9089128375053406,0.3230874538421631,0.1378013789653778,0.13692942261695862
90,90,0.0653543472290039,,,,,,,,,
91,91,,,0.9888595342636108,0.13587291538715363,0.9606563448905945,0.4247078597545624,0.9092679023742676,0.3220624625682831,0.13717271387577057,0.13692942261695862
91,91,0.06510289758443832,,,,,,,,,
92,92,,,0.9902599453926086,0.13787630200386047,0.9587564468383789,0.4232662618160248,0.9094256162643433,0.3211756944656372,0.13657322525978088,0.13657322525978088
92,92,0.06485726684331894,,,,,,,,,
93,93,,,0.9919769763946533,0.13965515792369843,0.9560905694961548,0.4219619929790497,0.909458577632904,0.3203538954257965,0.13598760962486267,0.13598760962486267
93,93,0.06461355090141296,,,,,,,,,
94,94,,,0.993765115737915,0.1407189816236496,0.9530664682388306,0.4207013249397278,0.9093611836433411,0.31945741176605225,0.13537026941776276,0.13537026941776276
94,94,0.06437168270349503,,,,,,,,,
95,95,,,0.9953069090843201,0.14069904386997223,0.9501572847366333,0.41939136385917664,0.9091336727142334,0.3183639943599701,0.13468359410762787,0.13468359410762787
95,95,0.06413446366786957,,,,,,,,,
96,96,,,0.9962666034698486,0.13950878381729126,0.9477742314338684,0.41800832748413086,0.9088407158851624,0.3170453608036041,0.13393200933933258,0.13393200933933258
96,96,0.06390313804149628,,,,,,,,,
97,97,,,0.9964336156845093,0.137403666973114,0.9461745023727417,0.41662007570266724,0.9085848331451416,0.3155944347381592,0.13316980004310608,0.13316980004310608
97,97,0.06367634981870651,,,,,,,,,
98,98,,,0.9958268404006958,0.13490529358386993,0.9454206824302673,0.41534990072250366,0.9084441661834717,0.3141862452030182,0.13247820734977722,0.13247820734977722
98,98,0.0634525790810585,,,,,,,,,
99,99,,0.06323190033435822,,,,,,,,
99,99,,,0.9946545958518982,0.13262657821178436,0.9453966021537781,0.4143050014972687,0.908447802066803,0.3129968047142029,0.13192640244960785,0.13192640244960785
99,99,0.06323190033435822,,,,,,,,,
100,100,,,0.9931818842887878,0.13107885420322418,0.945864200592041,0.41351351141929626,0.9085907936096191,0.3121241629123688,0.1315389722585678,0.1315389722585678
100,100,0.06301506608724594,,,,,,,,,
101,101,,,0.9916166663169861,0.13054074347019196,0.9465397596359253,0.41290509700775146,0.908846378326416,0.31155213713645935,0.1312856674194336,0.1312856674194336
101,101,0.06280243396759033,,,,,,,,,
102,102,,,0.9900792837142944,0.1310223489999771,0.9471697211265564,0.41234371066093445,0.9091627597808838,0.3111702501773834,0.13109689950942993,0.13109689950942993
102,102,0.06259376555681229,,,,,,,,,
103,103,,,0.9886206984519958,0.13231021165847778,0.9475839734077454,0.4116956293582916,0.9094634652137756,0.31083622574806213,0.1308966875076294,0.1308966875076294
103,103,0.062388401478528976,,,,,,,,,
104,104,,,0.9872423410415649,0.13406062126159668,0.9477180242538452,0.4108967185020447,0.9096677303314209,0.3104463219642639,0.1306372731924057,0.1306372731924057
104,104,0.06218592822551727,,,,,,,,,
105,105,,,0.985913872718811,0.1359012871980667,0.9476022124290466,0.40998122096061707,0.9097206592559814,0.3099747896194458,0.130316361784935,0.130316361784935
105,105,0.06198664754629135,,,,,,,,,
106,106,,,0.9845970273017883,0.13751272857189178,0.9473289251327515,0.4090554118156433,0.9096065759658813,0.3094639778137207,0.1299685835838318,0.1299685835838318
106,106,0.06179152801632881,,,,,,,,,
107,107,,,0.9832795858383179,0.1386709213256836,0.9470130801200867,0.40823501348495483,0.9093460440635681,0.3089774549007416,0.12963886559009552,0.12963886559009552
107,107,0.06160091236233711,,,,,,,,,
108,108,,,0.98199462890625,0.1392567902803421,0.9467558860778809,0.4075808823108673,0.9089804887771606,0.3085480332374573,0.12935394048690796,0.12935394048690796
108,108,0.0614137165248394,,,,,,,,,
109,109,,,0.9808146953582764,0.13924965262413025,0.9466260075569153,0.4070683419704437,0.9085628390312195,0.30815139412879944,0.12910814583301544,0.12910814583301544
109,109,0.061228591948747635,,,,,,,,,
110,110,,,0.9798275232315063,0.13872048258781433,0.9466516971588135,0.4066013991832733,0.908153772354126,0.3077167272567749,0.12886865437030792,0.12886865437030792
110,110,0.06104525178670883,,,,,,,,,
111,111,,,0.9791067838668823,0.13782501220703125,0.9468280076980591,0.40606147050857544,0.9078157544136047,0.30716630816459656,0.12859544157981873,0.12859544157981873
111,111,0.06086440756917,,,,,,,,,
112,112,,,0.9786956906318665,0.13678567111492157,0.9471319317817688,0.40536555647850037,0.9076053500175476,0.30646130442619324,0.12826499342918396,0.12826499342918396
112,112,0.06068621948361397,,,,,,,,,
113,113,,,0.9786016941070557,0.13585267961025238,0.9475387334823608,0.4045014977455139,0.9075568914413452,0.3056263327598572,0.12788334488868713,0.12788334488868713
113,113,0.06051022559404373,,,,,,,,,
114,114,,,0.9787980318069458,0.13524501025676727,0.9480333924293518,0.40352439880371094,0.9076684713363647,0.30473843216896057,0.12748180329799652,0.12748180329799652
114,114,0.06033600494265556,,,,,,,,,
115,115,,,0.9792206883430481,0.1350896656513214,0.9486127495765686,0.40251901745796204,0.9078982472419739,0.3038870394229889,0.12709830701351166,0.12709830701351166
115,115,0.06016368418931961,,,,,,,,,
116,116,,,0.9797700643539429,0.13538235425949097,0.9492778182029724,0.40155449509620667,0.9081770181655884,0.30313003063201904,0.12675727903842926,0.12675727903842926
116,116,0.05999365076422691,,,,,,,,,
117,117,,,0.9803256392478943,0.13599330186843872,0.9500188827514648,0.400655597448349,0.908429741859436,0.30247023701667786,0.1264585256576538,0.1264585256576538
117,117,0.059826161712408066,,,,,,,,,
118,118,,,0.9807848930358887,0.13671572506427765,0.9508002996444702,0.3998039662837982,0.9085968732833862,0.3018634021282196,0.1261807680130005,0.1261807680130005
118,118,0.05966126173734665,,,,,,,,,
119,119,,,0.9811014533042908,0.13734273612499237,0.9515576958656311,0.39896252751350403,0.9086478352546692,0.30124953389167786,0.12589579820632935,0.12589579820632935
119,119,0.059498950839042664,,,,,,,,,
120,120,,,0.9812950491905212,0.13773760199546814,0.9522077441215515,0.39810705184936523,0.9085880517959595,0.30058935284614563,0.1255851835012436,0.1255851835012436
120,120,0.05933929607272148,,,,,,,,,
121,121,,,0.9814234375953674,0.13786651194095612,0.952671468257904,0.3972432017326355,0.9084578156471252,0.2998831868171692,0.1252492368221283,0.1252492368221283
121,121,0.05918220430612564,,,,,,,,,
122,122,,,0.9815413355827332,0.13778215646743774,0.9529023170471191,0.39640191197395325,0.9083190560340881,0.29916495084762573,0.12490447610616684,0.12490447610616684
122,122,0.05902755260467529,,,,,,,,,
123,123,,,0.9816712141036987,0.1375763863325119,0.9529094696044922,0.3956179916858673,0.9082288146018982,0.2984773516654968,0.12457221001386642,0.12457221001386642
123,123,0.05887507647275925,,,,,,,,,
124,124,,,0.9817960262298584,0.13732905685901642,0.9527589678764343,0.39490747451782227,0.90821373462677,0.2978455424308777,0.12426602095365524,0.12426602095365524
124,124,0.058724481612443924,,,,,,,,,
125,125,,,0.981864869594574,0.1370820701122284,0.9525576829910278,0.39425888657569885,0.9082644581794739,0.29726582765579224,0.12398621439933777,0.12398621439933777
125,125,0.05857563018798828,,,,,,,,,
126,126,,,0.9818083643913269,0.13684794306755066,0.9524187445640564,0.39364129304885864,0.9083495140075684,0.296713650226593,0.12372304499149323,0.12372304499149323
126,126,0.058428648859262466,,,,,,,,,
127,127,,,0.9815680980682373,0.1366376131772995,0.9524255394935608,0.39302387833595276,0.9084376692771912,0.29616424441337585,0.12346566468477249,0.12346566468477249
127,127,0.05828361213207245,,,,,,,,,
128,128,,,0.9811276793479919,0.1364842802286148,0.9526060223579407,0.3923921287059784,0.9085111618041992,0.2956097722053528,0.12320958077907562,0.12320958077907562
128,128,0.05814030393958092,,,,,,,,,
129,129,,,0.9805269241333008,0.1364447921514511,0.952926516532898,0.3917520046234131,0.9085711240768433,0.29506322741508484,0.12295848876237869,0.12295848876237869
129,129,0.05799853801727295,,,,,,,,,
130,130,,,0.9798442125320435,0.1365724503993988,0.95330810546875,0.39111995697021484,0.9086328148841858,0.2945462763309479,0.12271939218044281,0.12271939218044281
130,130,0.05785833299160004,,,,,,,,,
131,131,,,0.9791631102561951,0.1368824690580368,0.9536558389663696,0.39050760865211487,0.9087163209915161,0.2940709590911865,0.1224953681230545,0.1224953681230545
131,131,0.05771983787417412,,,,,,,,,
132,132,,,0.9785448908805847,0.13732686638832092,0.9538911581039429,0.38991206884384155,0.9088320732116699,0.2936280071735382,0.12228110432624817,0.12228110432624817
132,132,0.057583123445510864,,,,,,,,,
133,133,,,0.978017270565033,0.13780246675014496,0.953974723815918,0.3893175423145294,0.9089727401733398,0.29318925738334656,0.12206436693668365,0.12206436693668365
133,133,0.057448096573352814,,,,,,,,,
134,134,,,0.977577269077301,0.13818347454071045,0.9539119601249695,0.38870763778686523,0.9091157913208008,0.29272276163101196,0.12183265388011932,0.12183265388011932
134,134,0.057314712554216385,,,,,,,,,
135,135,,,0.9772038459777832,0.13837173581123352,0.9537441730499268,0.38807791471481323,0.9092358946800232,0.2922109067440033,0.12158066034317017,0.12158066034317017
135,135,0.057182956486940384,,,,,,,,,
136,136,,,0.9768738150596619,0.1383310854434967,0.9535284638404846,0.38744056224823,0.9093172550201416,0.29165908694267273,0.12131335586309433,0.12131335586309433
136,136,0.057052791118621826,,,,,,,,,
137,137,,,0.9765748381614685,0.13809552788734436,0.9533181190490723,0.3868173360824585,0.9093590378761292,0.29109102487564087,0.12104299664497375,0.12104299664497375
137,137,0.05692412704229355,,,,,,,,,
