epoch,step,train/loss_epoch,train/loss_step,val/error_qq,val/error_xx,val/loss,val/loss_best
0,0,,,0.9279137253761292,1.1770743131637573,0.4380660057067871,0.4380660057067871
0,0,0.7264088988304138,,,,,
1,1,,,1.9099798202514648,1.1007996797561646,0.4461559057235718,0.4380660057067871
1,1,0.45973798632621765,,,,,
2,2,,,1.5611774921417236,0.8947332501411438,0.2953447699546814,0.2953447699546814
2,2,0.5011122226715088,,,,,
3,3,,,0.9474956393241882,0.8372127413749695,0.23167841136455536,0.23167841136455536
3,3,0.2918049991130829,,,,,
4,4,,,1.1117961406707764,0.9294741153717041,0.28837504982948303,0.23167841136455536
4,4,0.16172555088996887,,,,,
5,5,,,1.2838703393936157,0.9531282782554626,0.31082677841186523,0.23167841136455536
5,5,0.18002307415008545,,,,,
6,6,,,1.1544156074523926,0.8269340991973877,0.23596999049186707,0.23167841136455536
6,6,0.19373595714569092,,,,,
7,7,,,1.1560018062591553,0.5952506065368652,0.13632792234420776,0.13632792234420776
7,7,0.13110001385211945,,,,,
8,8,,,1.4102004766464233,0.37774041295051575,0.0864778459072113,0.0864778459072113
8,8,0.062069982290267944,,,,,
9,9,,,1.5936330556869507,0.32227185368537903,0.08672177046537399,0.0864778459072113
9,9,0.05787690728902817,,,,,
10,10,,,1.557701587677002,0.3313855230808258,0.08605963736772537,0.08605963736772537
10,10,0.09918452799320221,,,,,
11,11,,,1.3369793891906738,0.3333323895931244,0.07254190742969513,0.07254190742969513
11,11,0.10810212790966034,,,,,
12,12,,,1.0556387901306152,0.43450015783309937,0.08139729499816895,0.07254190742969513
12,12,0.0715290755033493,,,,,
13,13,,,0.8777029514312744,0.5980708003044128,0.12502503395080566,0.07254190742969513
13,13,0.04428408667445183,,,,,
14,14,,,0.8418675065040588,0.6952553391456604,0.16172386705875397,0.07254190742969513
14,14,0.0589776337146759,,,,,
15,15,,,0.8568012714385986,0.6734676361083984,0.15325073897838593,0.07254190742969513
15,15,0.08282676339149475,,,,,
16,16,,,0.9526323676109314,0.5611586570739746,0.1150604635477066,0.07254190742969513
16,16,0.07612338662147522,,,,,
17,17,,,1.1563583612442017,0.4294934570789337,0.08493831008672714,0.07254190742969513
17,17,0.051849499344825745,,,,,
18,18,,,1.344001293182373,0.35045063495635986,0.07649429887533188,0.07254190742969513
18,18,0.04432437941431999,,,,,
19,19,,,1.4046337604522705,0.330289363861084,0.07596870511770248,0.07254190742969513
19,19,0.05749661475419998,,,,,
20,20,,,1.3370095491409302,0.34207937121391296,0.07433166354894638,0.07254190742969513
20,20,0.06549158692359924,,,,,
21,21,,,1.2051475048065186,0.40023332834243774,0.08009888231754303,0.07254190742969513
21,21,0.05486294627189636,,,,,
22,22,,,1.0755996704101562,0.4971171021461487,0.09997846186161041,0.07254190742969513
22,22,0.03952883929014206,,,,,
23,23,,,0.985247015953064,0.5795544981956482,0.12278731912374496,0.07254190742969513
23,23,0.036200426518917084,,,,,
24,24,,,0.9428260326385498,0.6052104234695435,0.13020610809326172,0.07254190742969513
24,24,0.04304736852645874,,,,,
25,25,,,0.9474958181381226,0.5707336664199829,0.11812807619571686,0.07254190742969513
25,25,0.04647357016801834,,,,,
26,26,,,1.005895733833313,0.5038346648216248,0.09885485470294952,0.07254190742969513
26,26,0.04112861678004265,,,,,
27,27,,,1.119948148727417,0.44079282879829407,0.08611013740301132,0.07254190742969513
27,27,0.03423818200826645,,,,,
28,28,,,1.249016284942627,0.4033207595348358,0.08319354057312012,0.07254190742969513
28,28,0.0337788462638855,,,,,
