epoch,step,train/loss_epoch,val/error_qq,val/error_xx,val/loss,val/loss_best
0,0,,4.1430134773254395,1.2035655975341797,0.81208336353302,0.81208336353302
0,0,0.4905305504798889,,,,
1,1,,4.1430134773254395,1.2035655975341797,0.81208336353302,0.81208336353302
