epoch,step,train/loss_epoch,train/loss_step,val/error_p,val/error_q,val/error_qq,val/error_u,val/error_v,val/error_xx,val/loss,val/loss_best
0,0,,,1.0463800430297852,1.5139262676239014,0.9232762455940247,1.157400369644165,1.442371129989624,0.5188389420509338,0.4871678948402405,0.4871678948402405
0,0,1.271506428718567,,,,,,,,,
1,1,,,1.0285192728042603,1.2042113542556763,0.908667802810669,1.0949794054031372,0.9027237892150879,0.5831177830696106,0.4209197461605072,0.4209197461605072
1,1,0.9809528589248657,,,,,,,,,
2,2,,,1.0396393537521362,1.369919776916504,0.9003050923347473,1.0008774995803833,0.5918072462081909,0.6005840301513672,0.38645851612091064,0.38645851612091064
2,2,0.8140435814857483,,,,,,,,,
3,3,,,1.0852758884429932,1.5479668378829956,0.9047108888626099,0.8957369923591614,0.49393993616104126,0.5769055485725403,0.36933422088623047,0.36933422088623047
3,3,0.716196596622467,,,,,,,,,
4,4,,,1.1638858318328857,1.6296089887619019,0.9121475219726562,0.8075590133666992,0.4822983741760254,0.5172480344772339,0.36337369680404663,0.36337369680404663
4,4,0.6510784029960632,,,,,,,,,
5,5,,,1.2557698488235474,1.6864570379257202,0.9037002921104431,0.7578009366989136,0.46542859077453613,0.4553897976875305,0.3672150671482086,0.36337369680404663
5,5,0.6063916683197021,,,,,,,,,
6,6,,,1.3284540176391602,1.7766668796539307,0.8828155398368835,0.7409512996673584,0.43115392327308655,0.4133816063404083,0.37452155351638794,0.36337369680404663
6,6,0.5799258351325989,,,,,,,,,
7,7,,,1.3583405017852783,1.8835102319717407,0.8675594329833984,0.7301860451698303,0.39305272698402405,0.38966280221939087,0.37592342495918274,0.36337369680404663
7,7,0.5620667338371277,,,,,,,,,
8,8,,,1.3438217639923096,1.9749765396118164,0.864578127861023,0.7068363428115845,0.36079758405685425,0.3741285800933838,0.3665704131126404,0.36337369680404663
8,8,0.5372930765151978,,,,,,,,,
9,9,,,1.296374797821045,2.0431559085845947,0.872623085975647,0.6696023941040039,0.3360636532306671,0.35976442694664,0.34857380390167236,0.34857380390167236
9,9,0.49884033203125,,,,,,,,,
10,10,,,1.2305973768234253,2.0925941467285156,0.8879383206367493,0.6278268098831177,0.31457820534706116,0.345401406288147,0.32729437947273254,0.32729437947273254
10,10,0.4510733187198639,,,,,,,,,
11,11,,,1.1602641344070435,2.1261658668518066,0.9049860835075378,0.5937848091125488,0.2889074385166168,0.3332769274711609,0.30751851201057434,0.30751851201057434
11,11,0.4024161398410797,,,,,,,,,
12,12,,,1.0964939594268799,2.1435797214508057,0.917522132396698,0.5752647519111633,0.2529155910015106,0.32533547282218933,0.291573166847229,0.291573166847229
12,12,0.3594563901424408,,,,,,,,,
13,13,,,1.0462090969085693,2.149033308029175,0.9177021384239197,0.5710933804512024,0.20715394616127014,0.3207089602947235,0.27881595492362976,0.27881595492362976
13,13,0.32441651821136475,,,,,,,,,
