epoch,step,train/loss_epoch,val/error_qq,val/error_xx,val/loss,val/loss_best
0,0,,4.392303466796875,0.9685877561569214,0.5267255902290344,0.5267255902290344
0,0,0.5227145552635193,,,,
1,1,,4.392303466796875,0.9685877561569214,0.5267255902290344,0.5267255902290344
