epoch,step,train/loss_epoch,train/loss_step,val/error_h,val/error_u,val/error_v,val/loss,val/loss_best
0,0,,,0.7778239250183105,0.9688986539840698,1.1278066635131836,1.3357741832733154,1.3357741832733154
0,0,1.0795615911483765,,,,,,
1,1,,,0.7709969282150269,0.9669228792190552,0.9902087450027466,1.2371864318847656,1.2371864318847656
1,1,0.8317685127258301,,,,,,
2,2,,,0.768602192401886,0.8865784406661987,1.1224992275238037,1.2448081970214844,1.2371864318847656
2,2,0.5792397260665894,,,,,,
3,3,,,0.7662550210952759,0.8580823540687561,1.1412272453308105,1.2300424575805664,1.2300424575805664
3,3,0.5826067924499512,,,,,,
4,4,,,0.7616651058197021,0.8601911067962646,1.070656180381775,1.178978681564331,1.178978681564331
4,4,0.6666403412818909,,,,,,
5,5,,,0.7582890391349792,0.8983571529388428,1.0207693576812744,1.1766579151153564,1.1766579151153564
5,5,0.6279820799827576,,,,,,
6,6,,,0.7756271958351135,0.9855920076370239,0.9943762421607971,1.2635421752929688,1.1766579151153564
6,6,0.5415369272232056,,,,,,
7,7,,,0.7746078968048096,0.9948542714118958,1.0007643699645996,1.2752569913864136,1.1766579151153564
7,7,0.5579566359519958,,,,,,
8,8,,,0.7586698532104492,0.9303250908851624,1.0161877870559692,1.2033601999282837,1.1766579151153564
8,8,0.5829439163208008,,,,,,
9,9,,,0.7591244578361511,0.8850859999656677,1.0004074573516846,1.1534451246261597,1.1534451246261597
9,9,0.5513508319854736,,,,,,
10,10,,,0.7621442675590515,0.8697888851165771,0.9812719225883484,1.1322932243347168,1.1322932243347168
10,10,0.5433498620986938,,,,,,
11,11,,,0.7583801746368408,0.8692736029624939,0.991209089756012,1.133203387260437,1.1322932243347168
11,11,0.5430551767349243,,,,,,
12,12,,,0.7564139366149902,0.8771868944168091,1.0085686445236206,1.148201584815979,1.1322932243347168
12,12,0.5532168745994568,,,,,,
13,13,,,0.7562165260314941,0.8882642388343811,0.9985268712043762,1.1515846252441406,1.1322932243347168
13,13,0.5631147027015686,,,,,,
14,14,,,0.7555885910987854,0.8986719250679016,0.9825618863105774,1.1504968404769897,1.1322932243347168
14,14,0.5447067022323608,,,,,,
15,15,,,0.7555658221244812,0.9100382924079895,0.9903575778007507,1.1653469800949097,1.1322932243347168
15,15,0.5207726955413818,,,,,,
16,16,,,0.7564266324043274,0.9239810705184937,1.004895806312561,1.1878836154937744,1.1322932243347168
16,16,0.5240541100502014,,,,,,
17,17,,,0.7584527134895325,0.9380308985710144,1.0033864974975586,1.2024281024932861,1.1322932243347168
17,17,0.5368202328681946,,,,,,
18,18,,,0.7618022561073303,0.9458443522453308,0.9990339875221252,1.211181402206421,1.1322932243347168
18,18,0.5323646664619446,,,,,,
19,19,,,0.7641943693161011,0.9394992589950562,1.0109940767288208,1.215431571006775,1.1322932243347168
19,19,0.520799994468689,,,,,,
20,20,,,0.7616375684738159,0.9194607734680176,1.0253205299377441,1.2026218175888062,1.1322932243347168
20,20,0.5211477279663086,,,,,,
21,21,,,0.7572940587997437,0.9012770652770996,1.0265333652496338,1.1816366910934448,1.1322932243347168
21,21,0.5247239470481873,,,,,,
22,22,,,0.7551770806312561,0.8967329859733582,1.0201185941696167,1.1710386276245117,1.1322932243347168
22,22,0.5264323949813843,,,,,,
23,23,,,0.755639374256134,0.907423734664917,1.0125890970230103,1.1765536069869995,1.1322932243347168
23,23,0.5235441327095032,,,,,,
24,24,,,0.7591026425361633,0.9282436966896057,1.0057965517044067,1.195601463317871,1.1322932243347168
24,24,0.5142294764518738,,,,,,
25,25,,,0.7620710730552673,0.94266277551651,1.000308632850647,1.209293246269226,1.1322932243347168
25,25,0.5119473338127136,,,,,,
26,26,,,0.7594272494316101,0.9350957274436951,0.9969763159751892,1.1969959735870361,1.1322932243347168
26,26,0.5194769501686096,,,,,,
27,27,,,0.7549595832824707,0.9146815538406372,0.9965826869010925,1.1725715398788452,1.1322932243347168
27,27,0.5186316967010498,,,,,,
28,28,,,0.7528904676437378,0.8986789584159851,0.9985840320587158,1.1568570137023926,1.1322932243347168
28,28,0.5140403509140015,,,,,,
29,29,,,0.7525421977043152,0.8935763239860535,1.0031601190567017,1.1546636819839478,1.1322932243347168
29,29,0.5134499073028564,,,,,,
30,30,,,0.7535655498504639,0.8986958861351013,1.0089030265808105,1.1639567613601685,1.1322932243347168
30,30,0.5130408406257629,,,,,,
31,31,,,0.7554501295089722,0.909515917301178,1.009567379951477,1.1763651371002197,1.1322932243347168
31,31,0.512594997882843,,,,,,
32,32,,,0.7557802200317383,0.9184189438819885,1.0029585361480713,1.1808290481567383,1.1322932243347168
32,32,0.5122249722480774,,,,,,
33,33,,,0.7545774579048157,0.9223931431770325,0.9979979395866394,1.1800081729888916,1.1322932243347168
33,33,0.5087905526161194,,,,,,
34,34,,,0.7538071274757385,0.924790620803833,0.9985496401786804,1.1816141605377197,1.1322932243347168
34,34,0.5073848366737366,,,,,,
35,35,,,0.7541314959526062,0.928062915802002,0.9988735914230347,1.1852158308029175,1.1322932243347168
35,35,0.5102319717407227,,,,,,
36,36,,,0.7551394701004028,0.9300256967544556,0.998504102230072,1.1880226135253906,1.1322932243347168
36,36,0.5102894902229309,,,,,,
37,37,,,0.7554473280906677,0.9259570837020874,1.0016332864761353,1.1865347623825073,1.1322932243347168
37,37,0.5073198676109314,,,,,,
38,38,,,0.7538975477218628,0.9152889251708984,1.006027340888977,1.1775680780410767,1.1322932243347168
38,38,0.5059735178947449,,,,,,
39,39,,,0.7517733573913574,0.90483158826828,1.0072836875915527,1.1663122177124023,1.1322932243347168
39,39,0.5056779980659485,,,,,,
40,40,,,0.7506946921348572,0.9014954566955566,1.0058796405792236,1.1611639261245728,1.1322932243347168
40,40,0.5056490302085876,,,,,,
41,41,,,0.750997006893158,0.9069851040840149,1.0039353370666504,1.1652801036834717,1.1322932243347168
41,41,0.5051429271697998,,,,,,
42,42,,,0.7525232434272766,0.9176966547966003,1.0025280714035034,1.175978660583496,1.1322932243347168
42,42,0.5033921003341675,,,,,,
43,43,,,0.7537084817886353,0.9251732230186462,1.0019989013671875,1.1839361190795898,1.1322932243347168
43,43,0.5028578639030457,,,,,,
44,44,,,0.7528262734413147,0.9231789708137512,1.0026111602783203,1.1814117431640625,1.1322932243347168
44,44,0.5035372972488403,,,,,,
45,45,,,0.7510437965393066,0.9157412648200989,1.0046095848083496,1.173681616783142,1.1322932243347168
45,45,0.5023526549339294,,,,,,
46,46,,,0.7502290606498718,0.9108783006668091,1.0078297853469849,1.1702486276626587,1.1322932243347168
46,46,0.5008760094642639,,,,,,
47,47,,,0.7507641315460205,0.9118295311927795,1.0114284753799438,1.1739529371261597,1.1322932243347168
47,47,0.5001963376998901,,,,,,
48,48,,,0.751634955406189,0.9159542322158813,1.0128005743026733,1.1795886754989624,1.1322932243347168
48,48,0.49973049759864807,,,,,,
49,49,,0.49948886036872864,,,,,
49,49,,,0.7512280941009521,0.9184544682502747,1.010064721107483,1.1797044277191162,1.1322932243347168
49,49,0.49948886036872864,,,,,,
50,50,,,0.7498016953468323,0.9184296727180481,1.0060166120529175,1.175498366355896,1.1322932243347168
50,50,0.498352587223053,,,,,,
51,51,,,0.7488211989402771,0.9185882806777954,1.0035820007324219,1.1729867458343506,1.1322932243347168
51,51,0.49736085534095764,,,,,,
52,52,,,0.7487197518348694,0.919819176197052,1.002806305885315,1.173519253730774,1.1322932243347168
52,52,0.4970818758010864,,,,,,
53,53,,,0.7487854361534119,0.919533371925354,1.0036070346832275,1.1738226413726807,1.1322932243347168
53,53,0.49614137411117554,,,,,,
54,54,,,0.7479794025421143,0.9151936173439026,1.0052341222763062,1.1698884963989258,1.1322932243347168
54,54,0.4950481057167053,,,,,,
55,55,,,0.7464368343353271,0.9088894724845886,1.0060404539108276,1.1628180742263794,1.1322932243347168
55,55,0.49425914883613586,,,,,,
56,56,,,0.745246171951294,0.9056007862091064,1.0057175159454346,1.1582337617874146,1.1322932243347168
56,56,0.49362677335739136,,,,,,
57,57,,,0.7449668645858765,0.9077870845794678,1.0049891471862793,1.159428596496582,1.1322932243347168
57,57,0.4929543733596802,,,,,,
58,58,,,0.7453530430793762,0.9132769107818604,1.0043902397155762,1.1644952297210693,1.1322932243347168
58,58,0.4917908310890198,,,,,,
59,59,,,0.7453911900520325,0.916837751865387,1.0042017698287964,1.1676663160324097,1.1322932243347168
59,59,0.49081072211265564,,,,,,
60,60,,,0.7444721460342407,0.9156439304351807,1.0047731399536133,1.1658306121826172,1.1322932243347168
60,60,0.49008825421333313,,,,,,
61,61,,,0.7433987259864807,0.9125307202339172,1.006317377090454,1.1626635789871216,1.1322932243347168
61,61,0.4890090823173523,,,,,,
62,62,,,0.7430076599121094,0.9113534688949585,1.0085898637771606,1.1625171899795532,1.1322932243347168
62,62,0.487959086894989,,,,,,
63,63,,,0.7430451512336731,0.9122575521469116,1.0105974674224854,1.1646087169647217,1.1322932243347168
63,63,0.48698312044143677,,,,,,
64,64,,,0.7424970865249634,0.9125855565071106,1.0108224153518677,1.1643927097320557,1.1322932243347168
64,64,0.4860859215259552,,,,,,
65,65,,,0.7411556243896484,0.911392867565155,1.009392261505127,1.160844326019287,1.1322932243347168
65,65,0.48498091101646423,,,,,,
66,66,,,0.739933431148529,0.9105654954910278,1.0080519914627075,1.1578282117843628,1.1322932243347168
66,66,0.4837128818035126,,,,,,
67,67,,,0.7393221259117126,0.9110117554664612,1.007835030555725,1.1573766469955444,1.1322932243347168
67,67,0.48268696665763855,,,,,,
68,68,,,0.7388433814048767,0.9108638763427734,1.0086853504180908,1.1571956872940063,1.1322932243347168
68,68,0.4815516471862793,,,,,,
69,69,,,0.7377750277519226,0.90827476978302,1.0097196102142334,1.1542240381240845,1.1322932243347168
69,69,0.48031729459762573,,,,,,
70,70,,,0.7362871170043945,0.9048306345939636,1.0101052522659302,1.1496007442474365,1.1322932243347168
70,70,0.47907009720802307,,,,,,
71,71,,,0.7351124286651611,0.9037634134292603,1.009848952293396,1.1471015214920044,1.1322932243347168
71,71,0.4778710901737213,,,,,,
72,72,,,0.7344447374343872,0.9056692719459534,1.0092442035675049,1.147661566734314,1.1322932243347168
72,72,0.47658172249794006,,,,,,
73,73,,,0.7337197661399841,0.9076802134513855,1.008493185043335,1.1481645107269287,1.1322932243347168
73,73,0.47515949606895447,,,,,,
74,74,,,0.7324022650718689,0.9070462584495544,1.0079741477966309,1.1457306146621704,1.1322932243347168
74,74,0.47384771704673767,,,,,,
75,75,,,0.7308821082115173,0.9046958088874817,1.0081610679626465,1.1419479846954346,1.1322932243347168
75,75,0.4724753797054291,,,,,,
76,76,,,0.7297453880310059,0.903063952922821,1.0091018676757812,1.1397275924682617,1.1322932243347168
76,76,0.47102949023246765,,,,,,
77,77,,,0.7288200259208679,0.9023334383964539,1.0101802349090576,1.1386514902114868,1.1322932243347168
77,77,0.4695369005203247,,,,,,
78,78,,,0.7274894118309021,0.9010134339332581,1.0104527473449707,1.1360845565795898,1.1322932243347168
78,78,0.468055784702301,,,,,,
79,79,,,0.72576904296875,0.8991575241088867,1.0099109411239624,1.1320922374725342,1.1320922374725342
79,79,0.46649810671806335,,,,,,
80,80,,,0.7242568135261536,0.8983073234558105,1.0094903707504272,1.1293210983276367,1.1293210983276367
80,80,0.4648813009262085,,,,,,
81,81,,,0.7231064438819885,0.8984634876251221,1.0097607374191284,1.1282939910888672,1.1282939910888672
81,81,0.4632827043533325,,,,,,
82,82,,,0.7218351364135742,0.8977044224739075,1.0105186700820923,1.1266103982925415,1.1266103982925415
82,82,0.4616084098815918,,,,,,
83,83,,,0.7201300263404846,0.8952963948249817,1.0112406015396118,1.1229387521743774,1.1229387521743774
83,83,0.45988503098487854,,,,,,
84,84,,,0.7183684706687927,0.8931366205215454,1.0117113590240479,1.1192795038223267,1.1192795038223267
84,84,0.4581100046634674,,,,,,
85,85,,,0.7168872356414795,0.8927216529846191,1.0119364261627197,1.1173484325408936,1.1173484325408936
85,85,0.456302672624588,,,,,,
86,86,,,0.715428352355957,0.8928809762001038,1.0118458271026611,1.1157628297805786,1.1157628297805786
86,86,0.4544156789779663,,,,,,
87,87,,,0.7136156558990479,0.8917550444602966,1.0115320682525635,1.112499475479126,1.112499475479126
87,87,0.45248356461524963,,,,,,
88,88,,,0.711649477481842,0.8896582126617432,1.0114134550094604,1.108327865600586,1.108327865600586
88,88,0.4504687190055847,,,,,,
89,89,,,0.7098943591117859,0.8879373073577881,1.0117485523223877,1.1050164699554443,1.1050164699554443
89,89,0.4483848214149475,,,,,,
90,90,,,0.7082342505455017,0.886491060256958,1.012269377708435,1.1021764278411865,1.1021764278411865
90,90,0.44620299339294434,,,,,,
91,91,,,0.7063612341880798,0.884525716304779,1.0125149488449097,1.0984768867492676,1.0984768867492676
91,91,0.44392478466033936,,,,,,
92,92,,,0.7043763995170593,0.8825637102127075,1.0124822854995728,1.0944933891296387,1.0944933891296387
92,92,0.4415404796600342,,,,,,
93,93,,,0.7025530338287354,0.8815495371818542,1.0124891996383667,1.0915558338165283,1.0915558338165283
93,93,0.43903547525405884,,,,,,
94,94,,,0.7008179426193237,0.8809143900871277,1.012656331062317,1.0891540050506592,1.0891540050506592
94,94,0.43637555837631226,,,,,,
95,95,,,0.6989412903785706,0.8794927000999451,1.012951135635376,1.0859891176223755,1.0859891176223755
95,95,0.43357527256011963,,,,,,
96,96,,,0.6970362663269043,0.8776434659957886,1.0134804248809814,1.0825709104537964,1.0825709104537964
96,96,0.4305914044380188,,,,,,
97,97,,,0.6953263878822327,0.8764194250106812,1.0142828226089478,1.0800915956497192,1.0800915956497192
97,97,0.42741748690605164,,,,,,
98,98,,,0.693672776222229,0.8755228519439697,1.0150506496429443,1.0779449939727783,1.0779449939727783
98,98,0.4240416884422302,,,,,,
99,99,,0.4204351603984833,,,,,
99,99,,,0.6918357610702515,0.8740992546081543,1.0154993534088135,1.0749465227127075,1.0749465227127075
99,99,0.4204351603984833,,,,,,
100,100,,,0.6899709105491638,0.8726005554199219,1.0158663988113403,1.0718094110488892,1.0718094110488892
100,100,0.41658857464790344,,,,,,
101,101,,,0.6883074045181274,0.8717244267463684,1.0165499448776245,1.0696359872817993,1.0696359872817993
101,101,0.4124784469604492,,,,,,
102,102,,,0.6866687536239624,0.8707632422447205,1.0175343751907349,1.0676071643829346,1.0676071643829346
102,102,0.40809786319732666,,,,,,
103,103,,,0.6848242282867432,0.8690440654754639,1.0185611248016357,1.0647293329238892,1.0647293329238892
103,103,0.40342894196510315,,,,,,
104,104,,,0.6829279065132141,0.867497444152832,1.0195552110671997,1.0619326829910278,1.0619326829910278
104,104,0.3984611928462982,,,,,,
105,105,,,0.6810723543167114,0.8667761087417603,1.020530343055725,1.0598883628845215,1.0598883628845215
105,105,0.3931787312030792,,,,,,
106,106,,,0.6789666414260864,0.865888774394989,1.0214183330535889,1.0573819875717163,1.0573819875717163
106,106,0.3875593841075897,,,,,,
107,107,,,0.6765112280845642,0.8642995357513428,1.022310733795166,1.05390465259552,1.05390465259552
107,107,0.38160189986228943,,,,,,
108,108,,,0.6739542484283447,0.8627738356590271,1.0234565734863281,1.050541877746582,1.050541877746582
108,108,0.3752950429916382,,,,,,
109,109,,,0.6711986660957336,0.8612270951271057,1.0248725414276123,1.0471291542053223,1.0471291542053223
109,109,0.3686220645904541,,,,,,
110,110,,,0.6679645776748657,0.8590500354766846,1.0263073444366455,1.0426934957504272,1.0426934957504272
110,110,0.3615909814834595,,,,,,
111,111,,,0.6643577814102173,0.8567534685134888,1.0276049375534058,1.0376973152160645,1.0376973152160645
